STATE,COUNTY,STNAME,CTYNAME,population,fips,STATE_ABBREV,merge_key,County Code,Deaths,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,BUYER_STATE,BUYER_COUNTY,TOTAL_MME,merge_on_arcos,Year
53,29,Washington,Island County,78375,53029,WA,"ISLAND COUNTY, WA",53029,,,,WA,ISLAND,47032412.3385155,"ISLAND COUNTY, WA",2008
53,31,Washington,Jefferson County,29648,53031,WA,"JEFFERSON COUNTY, WA",53031,,,,WA,JEFFERSON,25818574.52301,"JEFFERSON COUNTY, WA",2008
53,33,Washington,King County,1875020,53033,WA,"KING COUNTY, WA",53033,206.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,,,,,2008
53,35,Washington,Kitsap County,246912,53035,WA,"KITSAP COUNTY, WA",53035,15.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,KITSAP,228284448.3021045,"KITSAP COUNTY, WA",2008
53,37,Washington,Kittitas County,40015,53037,WA,"KITTITAS COUNTY, WA",53037,,,,WA,KITTITAS,22151475.351251494,"KITTITAS COUNTY, WA",2008
53,39,Washington,Klickitat County,20135,53039,WA,"KLICKITAT COUNTY, WA",53039,,,,WA,KLICKITAT,7096693.099032,"KLICKITAT COUNTY, WA",2008
53,41,Washington,Lewis County,74899,53041,WA,"LEWIS COUNTY, WA",53041,11.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,LEWIS,95796302.52920574,"LEWIS COUNTY, WA",2008
53,43,Washington,Lincoln County,10608,53043,WA,"LINCOLN COUNTY, WA",53043,,,,WA,LINCOLN,7726307.888166,"LINCOLN COUNTY, WA",2008
53,45,Washington,Mason County,59785,53045,WA,"MASON COUNTY, WA",53045,,,,WA,MASON,48498181.265801,"MASON COUNTY, WA",2008
53,47,Washington,Okanogan County,40235,53047,WA,"OKANOGAN COUNTY, WA",53047,,,,WA,OKANOGAN,47361913.3469475,"OKANOGAN COUNTY, WA",2008
53,49,Washington,Pacific County,21305,53049,WA,"PACIFIC COUNTY, WA",53049,,,,WA,PACIFIC,31368598.65689195,"PACIFIC COUNTY, WA",2008
53,51,Washington,Pend Oreille County,12985,53051,WA,"PEND OREILLE COUNTY, WA",53051,,,,WA,PEND OREILLE,21540331.368507,"PEND OREILLE COUNTY, WA",2008
53,53,Washington,Pierce County,785400,53053,WA,"PIERCE COUNTY, WA",53053,108.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,,,,,2008
53,55,Washington,San Juan County,15590,53055,WA,"SAN JUAN COUNTY, WA",53055,,,,WA,SAN JUAN,10997217.4858845,"SAN JUAN COUNTY, WA",2008
53,57,Washington,Skagit County,115808,53057,WA,"SKAGIT COUNTY, WA",53057,10.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,SKAGIT,100809055.061509,"SKAGIT COUNTY, WA",2008
53,59,Washington,Skamania County,10918,53059,WA,"SKAMANIA COUNTY, WA",53059,,,,WA,SKAMANIA,8010559.961275999,"SKAMANIA COUNTY, WA",2008
53,61,Washington,Snohomish County,694622,53061,WA,"SNOHOMISH COUNTY, WA",53061,109.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,,,,,2008
53,63,Washington,Spokane County,462263,53063,WA,"SPOKANE COUNTY, WA",53063,104.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,,,,,2008
53,65,Washington,Stevens County,43398,53065,WA,"STEVENS COUNTY, WA",53065,11.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,STEVENS,60586473.126651496,"STEVENS COUNTY, WA",2008
53,67,Washington,Thurston County,244332,53067,WA,"THURSTON COUNTY, WA",53067,19.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,THURSTON,213950970.66419536,"THURSTON COUNTY, WA",2008
53,69,Washington,Wahkiakum County,4033,53069,WA,"WAHKIAKUM COUNTY, WA",53069,,,,WA,WAHKIAKUM,2113017.9909759997,"WAHKIAKUM COUNTY, WA",2008
53,71,Washington,Walla Walla County,57315,53071,WA,"WALLA WALLA COUNTY, WA",53071,,,,WA,WALLA WALLA,68563340.83535925,"WALLA WALLA COUNTY, WA",2008
53,73,Washington,Whatcom County,196708,53073,WA,"WHATCOM COUNTY, WA",53073,17.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,WHATCOM,177373477.62622848,"WHATCOM COUNTY, WA",2008
53,75,Washington,Whitman County,43802,53075,WA,"WHITMAN COUNTY, WA",53075,,,,WA,WHITMAN,21910399.473582,"WHITMAN COUNTY, WA",2008
53,77,Washington,Yakima County,235272,53077,WA,"YAKIMA COUNTY, WA",53077,10.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,YAKIMA,159719967.70821106,"YAKIMA COUNTY, WA",2008
6,1,California,Alameda County,1498539,6001,CA,"ALAMEDA COUNTY, CA",6001,,,,,,,,2009
6,3,California,Alpine County,1197,6003,CA,"ALPINE COUNTY, CA",6003,,,,CA,ALPINE,11386.9686,"ALPINE COUNTY, CA",2009
6,5,California,Amador County,38238,6005,CA,"AMADOR COUNTY, CA",6005,,,,CA,AMADOR,65017808.4693485,"AMADOR COUNTY, CA",2009
6,7,California,Butte County,219777,6007,CA,"BUTTE COUNTY, CA",6007,,,,,,,,2009
6,9,California,Calaveras County,45900,6009,CA,"CALAVERAS COUNTY, CA",6009,,,,CA,CALAVERAS,62169983.0963965,"CALAVERAS COUNTY, CA",2009
6,11,California,Colusa County,21250,6011,CA,"COLUSA COUNTY, CA",6011,,,,CA,COLUSA,20722818.0956745,"COLUSA COUNTY, CA",2009
6,13,California,Contra Costa County,1037890,6013,CA,"CONTRA COSTA COUNTY, CA",6013,,,,,,,,2009
6,15,California,Del Norte County,28599,6015,CA,"DEL NORTE COUNTY, CA",6015,,,,CA,DEL NORTE,54899206.570229,"DEL NORTE COUNTY, CA",2009
6,17,California,El Dorado County,180455,6017,CA,"EL DORADO COUNTY, CA",6017,,,,CA,EL DORADO,184652001.714393,"EL DORADO COUNTY, CA",2009
6,19,California,Fresno County,921478,6019,CA,"FRESNO COUNTY, CA",6019,,,,,,,,2009
6,21,California,Glenn County,28100,6021,CA,"GLENN COUNTY, CA",6021,,,,CA,GLENN,30446714.390415,"GLENN COUNTY, CA",2009
6,23,California,Humboldt County,133744,6023,CA,"HUMBOLDT COUNTY, CA",6023,,,,CA,HUMBOLDT,268666371.13241726,"HUMBOLDT COUNTY, CA",2009
6,25,California,Imperial County,172008,6025,CA,"IMPERIAL COUNTY, CA",6025,,,,CA,IMPERIAL,84324390.394297,"IMPERIAL COUNTY, CA",2009
6,27,California,Inyo County,18544,6027,CA,"INYO COUNTY, CA",6027,,,,CA,INYO,24380820.774996,"INYO COUNTY, CA",2009
6,29,California,Kern County,830137,6029,CA,"KERN COUNTY, CA",6029,,,,,,,,2009
6,31,California,Kings County,152278,6031,CA,"KINGS COUNTY, CA",6031,,,,,,,,2009
6,33,California,Lake County,64413,6033,CA,"LAKE COUNTY, CA",6033,,,,CA,LAKE,163675366.55453148,"LAKE COUNTY, CA",2009
6,35,California,Lassen County,35160,6035,CA,"LASSEN COUNTY, CA",6035,,,,CA,LASSEN,72909397.8916385,"LASSEN COUNTY, CA",2009
6,37,California,Los Angeles County,9787400,6037,CA,"LOS ANGELES COUNTY, CA",6037,,,,,,,,2009
6,39,California,Madera County,149234,6039,CA,"MADERA COUNTY, CA",6039,,,,CA,MADERA,84754320.31209075,"MADERA COUNTY, CA",2009
6,41,California,Marin County,250862,6041,CA,"MARIN COUNTY, CA",6041,,,,,,,,2009
6,43,California,Mariposa County,18212,6043,CA,"MARIPOSA COUNTY, CA",6043,,,,CA,MARIPOSA,10889318.1490395,"MARIPOSA COUNTY, CA",2009
6,45,California,Mendocino County,87722,6045,CA,"MENDOCINO COUNTY, CA",6045,,,,CA,MENDOCINO,155196558.662584,"MENDOCINO COUNTY, CA",2009
6,47,California,Merced County,252302,6047,CA,"MERCED COUNTY, CA",6047,,,,CA,MERCED,146380273.238156,"MERCED COUNTY, CA",2009
6,49,California,Modoc County,9646,6049,CA,"MODOC COUNTY, CA",6049,,,,CA,MODOC,13196374.3510785,"MODOC COUNTY, CA",2009
6,51,California,Mono County,14008,6051,CA,"MONO COUNTY, CA",6051,,,,CA,MONO,2971914.59616075,"MONO COUNTY, CA",2009
6,53,California,Monterey County,410263,6053,CA,"MONTEREY COUNTY, CA",6053,,,,CA,MONTEREY,313154814.0487737,"MONTEREY COUNTY, CA",2009
6,55,California,Napa County,135280,6055,CA,"NAPA COUNTY, CA",6055,,,,CA,NAPA,133250224.9415475,"NAPA COUNTY, CA",2009
6,57,California,Nevada County,98591,6057,CA,"NEVADA COUNTY, CA",6057,,,,CA,NEVADA,146400195.92543548,"NEVADA COUNTY, CA",2009
6,59,California,Orange County,2987177,6059,CA,"ORANGE COUNTY, CA",6059,,,,,,,,2009
6,61,California,Placer County,343810,6061,CA,"PLACER COUNTY, CA",6061,,,,CA,PLACER,550009339.356164,"PLACER COUNTY, CA",2009
6,63,California,Plumas County,20169,6063,CA,"PLUMAS COUNTY, CA",6063,,,,CA,PLUMAS,31720652.5581525,"PLUMAS COUNTY, CA",2009
6,65,California,Riverside County,2146725,6065,CA,"RIVERSIDE COUNTY, CA",6065,,,,,,,,2009
6,67,California,Sacramento County,1408601,6067,CA,"SACRAMENTO COUNTY, CA",6067,,,,,,,,2009
6,69,California,San Benito County,54436,6069,CA,"SAN BENITO COUNTY, CA",6069,,,,CA,SAN BENITO,29823302.6043435,"SAN BENITO COUNTY, CA",2009
6,71,California,San Bernardino County,2013960,6071,CA,"SAN BERNARDINO COUNTY, CA",6071,,,,,,,,2009
6,73,California,San Diego County,3061203,6073,CA,"SAN DIEGO COUNTY, CA",6073,,,,,,,,2009
6,75,California,San Francisco County,801922,6075,CA,"SAN FRANCISCO COUNTY, CA",6075,,,,,,,,2009
6,77,California,San Joaquin County,677736,6077,CA,"SAN JOAQUIN COUNTY, CA",6077,,,,,,,,2009
6,79,California,San Luis Obispo County,268145,6079,CA,"SAN LUIS OBISPO COUNTY, CA",6079,,,,,,,,2009
6,81,California,San Mateo County,713617,6081,CA,"SAN MATEO COUNTY, CA",6081,,,,,,,,2009
6,83,California,Santa Barbara County,420356,6083,CA,"SANTA BARBARA COUNTY, CA",6083,,,,CA,SANTA BARBARA,453075754.82732147,"SANTA BARBARA COUNTY, CA",2009
6,85,California,Santa Clara County,1765137,6085,CA,"SANTA CLARA COUNTY, CA",6085,,,,,,,,2009
6,87,California,Santa Cruz County,260009,6087,CA,"SANTA CRUZ COUNTY, CA",6087,,,,,,,,2009
6,89,California,Shasta County,177279,6089,CA,"SHASTA COUNTY, CA",6089,,,,CA,SHASTA,387072339.07600176,"SHASTA COUNTY, CA",2009
6,91,California,Sierra County,3248,6091,CA,"SIERRA COUNTY, CA",6091,,,,CA,SIERRA,2510280.67968,"SIERRA COUNTY, CA",2009
6,93,California,Siskiyou County,44788,6093,CA,"SISKIYOU COUNTY, CA",6093,,,,CA,SISKIYOU,65365600.956541,"SISKIYOU COUNTY, CA",2009
6,95,California,Solano County,410290,6095,CA,"SOLANO COUNTY, CA",6095,,,,,,,,2009
6,97,California,Sonoma County,479479,6097,CA,"SONOMA COUNTY, CA",6097,,,,,,,,2009
6,99,California,Stanislaus County,511536,6099,CA,"STANISLAUS COUNTY, CA",6099,,,,,,,,2009
6,101,California,Sutter County,94366,6101,CA,"SUTTER COUNTY, CA",6101,,,,CA,SUTTER,157792588.8869625,"SUTTER COUNTY, CA",2009
6,103,California,Tehama County,62891,6103,CA,"TEHAMA COUNTY, CA",6103,,,,CA,TEHAMA,79492267.619896,"TEHAMA COUNTY, CA",2009
6,105,California,Trinity County,13762,6105,CA,"TRINITY COUNTY, CA",6105,,,,CA,TRINITY,20877538.149491,"TRINITY COUNTY, CA",2009
6,107,California,Tulare County,436987,6107,CA,"TULARE COUNTY, CA",6107,,,,,,,,2009
6,109,California,Tuolumne County,55845,6109,CA,"TUOLUMNE COUNTY, CA",6109,,,,CA,TUOLUMNE,135444871.053708,"TUOLUMNE COUNTY, CA",2009
6,111,California,Ventura County,815130,6111,CA,"VENTURA COUNTY, CA",6111,,,,,,,,2009
6,113,California,Yolo County,199791,6113,CA,"YOLO COUNTY, CA",6113,,,,,,,,2009
6,115,California,Yuba County,71607,6115,CA,"YUBA COUNTY, CA",6115,,,,CA,YUBA,125423396.350019,"YUBA COUNTY, CA",2009
8,1,Colorado,Adams County,435700,8001,CO,"ADAMS COUNTY, CO",8001,,,,,,,,2009
8,3,Colorado,Alamosa County,15289,8003,CO,"ALAMOSA COUNTY, CO",8003,,,,CO,ALAMOSA,26293419.3529965,"ALAMOSA COUNTY, CO",2009
8,5,Colorado,Arapahoe County,563161,8005,CO,"ARAPAHOE COUNTY, CO",8005,,,,,,,,2009
8,7,Colorado,Archuleta County,12169,8007,CO,"ARCHULETA COUNTY, CO",8007,,,,CO,ARCHULETA,3043345.6787215,"ARCHULETA COUNTY, CO",2009
8,9,Colorado,Baca County,3767,8009,CO,"BACA COUNTY, CO",8009,,,,CO,BACA,5947554.784561,"BACA COUNTY, CO",2009
8,11,Colorado,Bent County,6425,8011,CO,"BENT COUNTY, CO",8011,,,,CO,BENT,2079413.730952,"BENT COUNTY, CO",2009
8,13,Colorado,Boulder County,293190,8013,CO,"BOULDER COUNTY, CO",8013,,,,CO,BOULDER,256802921.98800495,"BOULDER COUNTY, CO",2009
8,14,Colorado,Broomfield County,54789,8014,CO,"BROOMFIELD COUNTY, CO",8014,,,,,,,,2009
8,15,Colorado,Chaffee County,17852,8015,CO,"CHAFFEE COUNTY, CO",8015,,,,CO,CHAFFEE,14436795.5088455,"CHAFFEE COUNTY, CO",2009
8,17,Colorado,Cheyenne County,1843,8017,CO,"CHEYENNE COUNTY, CO",8017,,,,CO,CHEYENNE,614418.9618,"CHEYENNE COUNTY, CO",2009
8,19,Colorado,Clear Creek County,8994,8019,CO,"CLEAR CREEK COUNTY, CO",8019,,,,CO,CLEAR CREEK,6420102.326155,"CLEAR CREEK COUNTY, CO",2009
8,21,Colorado,Conejos County,8140,8021,CO,"CONEJOS COUNTY, CO",8021,,,,CO,CONEJOS,3842732.176711,"CONEJOS COUNTY, CO",2009
8,23,Colorado,Costilla County,3481,8023,CO,"COSTILLA COUNTY, CO",8023,,,,,,,,2009
8,25,Colorado,Crowley County,5797,8025,CO,"CROWLEY COUNTY, CO",8025,,,,CO,CROWLEY,4362235.2964135,"CROWLEY COUNTY, CO",2009
8,27,Colorado,Custer County,4190,8027,CO,"CUSTER COUNTY, CO",8027,,,,CO,CUSTER,5103.781034,"CUSTER COUNTY, CO",2009
8,29,Colorado,Delta County,31156,8029,CO,"DELTA COUNTY, CO",8029,,,,CO,DELTA,30801450.2555655,"DELTA COUNTY, CO",2009
8,31,Colorado,Denver County,589011,8031,CO,"DENVER COUNTY, CO",8031,,,,,,,,2009
8,33,Colorado,Dolores County,2057,8033,CO,"DOLORES COUNTY, CO",8033,,,,CO,DOLORES,77520.015,"DOLORES COUNTY, CO",2009
8,35,Colorado,Douglas County,281386,8035,CO,"DOUGLAS COUNTY, CO",8035,,,,,,,,2009
8,37,Colorado,Eagle County,52513,8037,CO,"EAGLE COUNTY, CO",8037,,,,CO,EAGLE,25959143.073078997,"EAGLE COUNTY, CO",2009
8,39,Colorado,Elbert County,22965,8039,CO,"ELBERT COUNTY, CO",8039,,,,CO,ELBERT,5178351.889885,"ELBERT COUNTY, CO",2009
8,41,Colorado,El Paso County,608061,8041,CO,"EL PASO COUNTY, CO",8041,,,,,,,,2009
8,43,Colorado,Fremont County,46871,8043,CO,"FREMONT COUNTY, CO",8043,,,,CO,FREMONT,50768114.3247585,"FREMONT COUNTY, CO",2009
8,45,Colorado,Garfield County,57089,8045,CO,"GARFIELD COUNTY, CO",8045,,,,CO,GARFIELD,33715281.965925,"GARFIELD COUNTY, CO",2009
8,47,Colorado,Gilpin County,5352,8047,CO,"GILPIN COUNTY, CO",8047,,,,CO,GILPIN,833768.1648649999,"GILPIN COUNTY, CO",2009
8,49,Colorado,Grand County,14902,8049,CO,"GRAND COUNTY, CO",8049,,,,CO,GRAND,7210290.9737665,"GRAND COUNTY, CO",2009
8,51,Colorado,Gunnison County,15356,8051,CO,"GUNNISON COUNTY, CO",8051,,,,CO,GUNNISON,5388529.244016,"GUNNISON COUNTY, CO",2009
8,53,Colorado,Hinsdale County,834,8053,CO,"HINSDALE COUNTY, CO",8053,,,,CO,HINSDALE,5711.8,"HINSDALE COUNTY, CO",2009
8,55,Colorado,Huerfano County,6824,8055,CO,"HUERFANO COUNTY, CO",8055,,,,CO,HUERFANO,4712692.341831,"HUERFANO COUNTY, CO",2009
8,57,Colorado,Jackson County,1408,8057,CO,"JACKSON COUNTY, CO",8057,,,,CO,JACKSON,7756.983068,"JACKSON COUNTY, CO",2009
8,59,Colorado,Jefferson County,531961,8059,CO,"JEFFERSON COUNTY, CO",8059,,,,,,,,2009
8,61,Colorado,Kiowa County,1378,8061,CO,"KIOWA COUNTY, CO",8061,,,,CO,KIOWA,917920.927027,"KIOWA COUNTY, CO",2009
8,63,Colorado,Kit Carson County,8383,8063,CO,"KIT CARSON COUNTY, CO",8063,,,,CO,KIT CARSON,1852960.581017,"KIT CARSON COUNTY, CO",2009
8,65,Colorado,Lake County,7426,8065,CO,"LAKE COUNTY, CO",8065,,,,CO,LAKE,3773622.29801,"LAKE COUNTY, CO",2009
8,67,Colorado,La Plata County,51105,8067,CO,"LA PLATA COUNTY, CO",8067,,,,CO,LA PLATA,24914670.751728248,"LA PLATA COUNTY, CO",2009
8,69,Colorado,Larimer County,296696,8069,CO,"LARIMER COUNTY, CO",8069,,,,CO,LARIMER,259481414.38384044,"LARIMER COUNTY, CO",2009
8,71,Colorado,Las Animas County,15775,8071,CO,"LAS ANIMAS COUNTY, CO",8071,,,,CO,LAS ANIMAS,15031163.349358,"LAS ANIMAS COUNTY, CO",2009
8,73,Colorado,Lincoln County,5423,8073,CO,"LINCOLN COUNTY, CO",8073,,,,CO,LINCOLN,4563121.045846,"LINCOLN COUNTY, CO",2009
8,75,Colorado,Logan County,22451,8075,CO,"LOGAN COUNTY, CO",8075,,,,CO,LOGAN,19331904.891725,"LOGAN COUNTY, CO",2009
8,77,Colorado,Mesa County,147851,8077,CO,"MESA COUNTY, CO",8077,,,,CO,MESA,122049677.65511148,"MESA COUNTY, CO",2009
8,79,Colorado,Mineral County,732,8079,CO,"MINERAL COUNTY, CO",8079,,,,CO,MINERAL,376.0,"MINERAL COUNTY, CO",2009
8,81,Colorado,Moffat County,13728,8081,CO,"MOFFAT COUNTY, CO",8081,,,,CO,MOFFAT,9468526.6017825,"MOFFAT COUNTY, CO",2009
8,83,Colorado,Montezuma County,25507,8083,CO,"MONTEZUMA COUNTY, CO",8083,,,,CO,MONTEZUMA,17780921.341625,"MONTEZUMA COUNTY, CO",2009
8,85,Colorado,Montrose County,41535,8085,CO,"MONTROSE COUNTY, CO",8085,,,,CO,MONTROSE,24587079.9144615,"MONTROSE COUNTY, CO",2009
8,87,Colorado,Morgan County,28099,8087,CO,"MORGAN COUNTY, CO",8087,,,,CO,MORGAN,17425268.710691,"MORGAN COUNTY, CO",2009
8,89,Colorado,Otero County,18743,8089,CO,"OTERO COUNTY, CO",8089,,,,CO,OTERO,22575173.200481,"OTERO COUNTY, CO",2009
8,91,Colorado,Ouray County,4395,8091,CO,"OURAY COUNTY, CO",8091,,,,CO,OURAY,1333074.981425,"OURAY COUNTY, CO",2009
8,93,Colorado,Park County,16098,8093,CO,"PARK COUNTY, CO",8093,,,,CO,PARK,1887066.657788,"PARK COUNTY, CO",2009
8,95,Colorado,Phillips County,4359,8095,CO,"PHILLIPS COUNTY, CO",8095,,,,CO,PHILLIPS,1264366.910435,"PHILLIPS COUNTY, CO",2009
8,97,Colorado,Pitkin County,17008,8097,CO,"PITKIN COUNTY, CO",8097,,,,CO,PITKIN,3757959.0578615,"PITKIN COUNTY, CO",2009
8,99,Colorado,Prowers County,12593,8099,CO,"PROWERS COUNTY, CO",8099,,,,CO,PROWERS,8973787.46137,"PROWERS COUNTY, CO",2009
8,101,Colorado,Pueblo County,157846,8101,CO,"PUEBLO COUNTY, CO",8101,,,,,,,,2009
8,103,Colorado,Rio Blanco County,6779,8103,CO,"RIO BLANCO COUNTY, CO",8103,,,,CO,RIO BLANCO,1053367.688818,"RIO BLANCO COUNTY, CO",2009
8,105,Colorado,Rio Grande County,11872,8105,CO,"RIO GRANDE COUNTY, CO",8105,,,,CO,RIO GRANDE,5131154.923321,"RIO GRANDE COUNTY, CO",2009
8,107,Colorado,Routt County,23688,8107,CO,"ROUTT COUNTY, CO",8107,,,,CO,ROUTT,13344983.7137835,"ROUTT COUNTY, CO",2009
8,109,Colorado,Saguache County,6134,8109,CO,"SAGUACHE COUNTY, CO",8109,,,,CO,SAGUACHE,71594.76,"SAGUACHE COUNTY, CO",2009
8,111,Colorado,San Juan County,657,8111,CO,"SAN JUAN COUNTY, CO",8111,,,,,,,,2009
8,113,Colorado,San Miguel County,7379,8113,CO,"SAN MIGUEL COUNTY, CO",8113,,,,CO,SAN MIGUEL,934476.424007,"SAN MIGUEL COUNTY, CO",2009
8,115,Colorado,Sedgwick County,2392,8115,CO,"SEDGWICK COUNTY, CO",8115,,,,CO,SEDGWICK,2043897.085825,"SEDGWICK COUNTY, CO",2009
8,117,Colorado,Summit County,27678,8117,CO,"SUMMIT COUNTY, CO",8117,,,,CO,SUMMIT,11210575.128793,"SUMMIT COUNTY, CO",2009
8,119,Colorado,Teller County,22937,8119,CO,"TELLER COUNTY, CO",8119,,,,CO,TELLER,24730606.347997,"TELLER COUNTY, CO",2009
8,121,Colorado,Washington County,4800,8121,CO,"WASHINGTON COUNTY, CO",8121,,,,,,,,2009
8,123,Colorado,Weld County,248193,8123,CO,"WELD COUNTY, CO",8123,,,,CO,WELD,143231610.84438676,"WELD COUNTY, CO",2009
8,125,Colorado,Yuma County,10022,8125,CO,"YUMA COUNTY, CO",8125,,,,CO,YUMA,4629183.071409999,"YUMA COUNTY, CO",2009
12,1,Florida,Alachua County,246657,12001,FL,"ALACHUA COUNTY, FL",12001,15.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,ALACHUA,496969628.672338,"ALACHUA COUNTY, FL",2009
12,3,Florida,Baker County,27124,12003,FL,"BAKER COUNTY, FL",12003,,,,FL,BAKER,43196562.09095575,"BAKER COUNTY, FL",2009
12,5,Florida,Bay County,167464,12005,FL,"BAY COUNTY, FL",12005,18.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,BAY,151449167.487304,"BAY COUNTY, FL",2009
12,7,Florida,Bradford County,28979,12007,FL,"BRADFORD COUNTY, FL",12007,,,,FL,BRADFORD,49671880.27737195,"BRADFORD COUNTY, FL",2009
12,9,Florida,Brevard County,542109,12009,FL,"BREVARD COUNTY, FL",12009,122.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,BREVARD,820134522.3380344,"BREVARD COUNTY, FL",2009
12,11,Florida,Broward County,1733310,12011,FL,"BROWARD COUNTY, FL",12011,242.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,,,,,2009
12,13,Florida,Calhoun County,14692,12013,FL,"CALHOUN COUNTY, FL",12013,,,,FL,CALHOUN,5680859.557827,"CALHOUN COUNTY, FL",2009
12,15,Florida,Charlotte County,159629,12015,FL,"CHARLOTTE COUNTY, FL",12015,,,,FL,CHARLOTTE,321369385.466029,"CHARLOTTE COUNTY, FL",2009
12,17,Florida,Citrus County,141381,12017,FL,"CITRUS COUNTY, FL",12017,19.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,CITRUS,179753182.30833024,"CITRUS COUNTY, FL",2009
12,19,Florida,Clay County,189101,12019,FL,"CLAY COUNTY, FL",12019,29.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,CLAY,279863765.76744425,"CLAY COUNTY, FL",2009
12,21,Florida,Collier County,318485,12021,FL,"COLLIER COUNTY, FL",12021,42.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,COLLIER,387640538.66533375,"COLLIER COUNTY, FL",2009
12,23,Florida,Columbia County,67412,12023,FL,"COLUMBIA COUNTY, FL",12023,,,,,,,,2009
12,27,Florida,DeSoto County,34592,12027,FL,"DESOTO COUNTY, FL",12027,,,,,,,,2009
12,29,Florida,Dixie County,16403,12029,FL,"DIXIE COUNTY, FL",12029,,,,FL,DIXIE,6252311.8979675,"DIXIE COUNTY, FL",2009
12,31,Florida,Duval County,859795,12031,FL,"DUVAL COUNTY, FL",12031,115.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,,,,,2009
12,33,Florida,Escambia County,297015,12033,FL,"ESCAMBIA COUNTY, FL",12033,16.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,,,,,2009
12,35,Florida,Flagler County,94700,12035,FL,"FLAGLER COUNTY, FL",12035,,,,FL,FLAGLER,84749843.5013555,"FLAGLER COUNTY, FL",2009
12,37,Florida,Franklin County,11515,12037,FL,"FRANKLIN COUNTY, FL",12037,,,,FL,FRANKLIN,4356399.999586,"FRANKLIN COUNTY, FL",2009
12,39,Florida,Gadsden County,46264,12039,FL,"GADSDEN COUNTY, FL",12039,,,,FL,GADSDEN,13794882.5321175,"GADSDEN COUNTY, FL",2009
12,41,Florida,Gilchrist County,16829,12041,FL,"GILCHRIST COUNTY, FL",12041,,,,FL,GILCHRIST,11270281.5039115,"GILCHRIST COUNTY, FL",2009
12,43,Florida,Glades County,12839,12043,FL,"GLADES COUNTY, FL",12043,,,,FL,GLADES,2879926.166041,"GLADES COUNTY, FL",2009
12,45,Florida,Gulf County,15933,12045,FL,"GULF COUNTY, FL",12045,,,,FL,GULF,9024894.518222,"GULF COUNTY, FL",2009
12,47,Florida,Hamilton County,14930,12047,FL,"HAMILTON COUNTY, FL",12047,,,,FL,HAMILTON,5357783.911437,"HAMILTON COUNTY, FL",2009
12,49,Florida,Hardee County,27661,12049,FL,"HARDEE COUNTY, FL",12049,,,,FL,HARDEE,12383975.351869,"HARDEE COUNTY, FL",2009
12,51,Florida,Hendry County,39010,12051,FL,"HENDRY COUNTY, FL",12051,,,,FL,HENDRY,35467386.937339,"HENDRY COUNTY, FL",2009
12,53,Florida,Hernando County,171950,12053,FL,"HERNANDO COUNTY, FL",12053,43.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,,,,,2009
12,55,Florida,Highlands County,98956,12055,FL,"HIGHLANDS COUNTY, FL",12055,,,,FL,HIGHLANDS,66809377.4558705,"HIGHLANDS COUNTY, FL",2009
12,57,Florida,Hillsborough County,1214050,12057,FL,"HILLSBOROUGH COUNTY, FL",12057,237.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,,,,,2009
12,59,Florida,Holmes County,20147,12059,FL,"HOLMES COUNTY, FL",12059,,,,FL,HOLMES,10237646.705321,"HOLMES COUNTY, FL",2009
12,61,Florida,Indian River County,137016,12061,FL,"INDIAN RIVER COUNTY, FL",12061,31.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,,,,,2009
12,63,Florida,Jackson County,50064,12063,FL,"JACKSON COUNTY, FL",12063,,,,FL,JACKSON,27478396.91897625,"JACKSON COUNTY, FL",2009
12,65,Florida,Jefferson County,14704,12065,FL,"JEFFERSON COUNTY, FL",12065,,,,FL,JEFFERSON,6515438.1475565,"JEFFERSON COUNTY, FL",2009
12,67,Florida,Lafayette County,8435,12067,FL,"LAFAYETTE COUNTY, FL",12067,,,,FL,LAFAYETTE,2448656.61037075,"LAFAYETTE COUNTY, FL",2009
