STATE,COUNTY,STNAME,CTYNAME,year,population,fips
6,57,California,Nevada County,2018,99508,06057
6,59,California,Orange County,2018,3175973,06059
6,61,California,Placer County,2018,392330,06061
6,63,California,Plumas County,2018,18741,06063
6,65,California,Riverside County,2018,2445789,06065
6,67,California,Sacramento County,2018,1538746,06067
6,69,California,San Benito County,2018,61467,06069
6,71,California,San Bernardino County,2018,2166753,06071
6,73,California,San Diego County,2018,3333861,06073
6,75,California,San Francisco County,2018,880696,06075
6,77,California,San Joaquin County,2018,752491,06077
6,79,California,San Luis Obispo County,2018,283354,06079
6,81,California,San Mateo County,2018,768681,06081
6,83,California,Santa Barbara County,2018,445780,06083
6,85,California,Santa Clara County,2018,1932337,06085
6,87,California,Santa Cruz County,2018,273841,06087
6,89,California,Shasta County,2018,179709,06089
6,91,California,Sierra County,2018,2997,06091
6,93,California,Siskiyou County,2018,43550,06093
6,95,California,Solano County,2018,445725,06095
6,97,California,Sonoma County,2018,498643,06097
6,99,California,Stanislaus County,2018,548126,06099
6,101,California,Sutter County,2018,96348,06101
6,103,California,Tehama County,2018,64018,06103
6,105,California,Trinity County,2018,12567,06105
6,107,California,Tulare County,2018,464589,06107
6,109,California,Tuolumne County,2018,54387,06109
6,111,California,Ventura County,2018,848142,06111
6,113,California,Yolo County,2018,220118,06113
6,115,California,Yuba County,2018,77557,06115
8,1,Colorado,Adams County,2018,511354,08001
8,3,Colorado,Alamosa County,2018,16248,08003
8,5,Colorado,Arapahoe County,2018,651797,08005
8,7,Colorado,Archuleta County,2018,13730,08007
8,9,Colorado,Baca County,2018,3584,08009
8,11,Colorado,Bent County,2018,5808,08011
8,13,Colorado,Boulder County,2018,324636,08013
8,14,Colorado,Broomfield County,2018,69324,08014
8,15,Colorado,Chaffee County,2018,20041,08015
8,17,Colorado,Cheyenne County,2018,1859,08017
8,19,Colorado,Clear Creek County,2018,9604,08019
8,21,Colorado,Conejos County,2018,8181,08021
8,23,Colorado,Costilla County,2018,3812,08023
8,25,Colorado,Crowley County,2018,5957,08025
8,27,Colorado,Custer County,2018,4934,08027
8,29,Colorado,Delta County,2018,30884,08029
8,31,Colorado,Denver County,2018,716265,08031
8,33,Colorado,Dolores County,2018,2060,08033
8,35,Colorado,Douglas County,2018,342989,08035
8,37,Colorado,Eagle County,2018,54943,08037
8,39,Colorado,Elbert County,2018,26303,08039
8,41,Colorado,El Paso County,2018,712089,08041
8,43,Colorado,Fremont County,2018,47959,08043
8,45,Colorado,Garfield County,2018,59701,08045
8,47,Colorado,Gilpin County,2018,6112,08047
8,49,Colorado,Grand County,2018,15511,08049
8,51,Colorado,Gunnison County,2018,17167,08051
8,53,Colorado,Hinsdale County,2018,808,08053
8,55,Colorado,Huerfano County,2018,6887,08055
8,57,Colorado,Jackson County,2018,1395,08057
8,59,Colorado,Jefferson County,2018,579392,08059
8,61,Colorado,Kiowa County,2018,1379,08061
8,63,Colorado,Kit Carson County,2018,7159,08063
8,65,Colorado,Lake County,2018,7846,08065
8,67,Colorado,La Plata County,2018,56299,08067
8,69,Colorado,Larimer County,2018,350660,08069
8,71,Colorado,Las Animas County,2018,14508,08071
8,73,Colorado,Lincoln County,2018,5606,08073
8,75,Colorado,Logan County,2018,22268,08075
8,77,Colorado,Mesa County,2018,152951,08077
8,79,Colorado,Mineral County,2018,772,08079
8,81,Colorado,Moffat County,2018,13183,08081
8,83,Colorado,Montezuma County,2018,26152,08083
8,85,Colorado,Montrose County,2018,42206,08085
8,87,Colorado,Morgan County,2018,28769,08087
8,89,Colorado,Otero County,2018,18338,08089
8,91,Colorado,Ouray County,2018,4822,08091
8,93,Colorado,Park County,2018,18525,08093
8,95,Colorado,Phillips County,2018,4285,08095
8,97,Colorado,Pitkin County,2018,17976,08097
8,99,Colorado,Prowers County,2018,12079,08099
8,101,Colorado,Pueblo County,2018,167422,08101
8,103,Colorado,Rio Blanco County,2018,6330,08103
8,105,Colorado,Rio Grande County,2018,11271,08105
8,107,Colorado,Routt County,2018,25507,08107
8,109,Colorado,Saguache County,2018,6840,08109
8,111,Colorado,San Juan County,2018,764,08111
8,113,Colorado,San Miguel County,2018,8180,08113
8,115,Colorado,Sedgwick County,2018,2276,08115
8,117,Colorado,Summit County,2018,30817,08117
8,119,Colorado,Teller County,2018,25113,08119
8,121,Colorado,Washington County,2018,4888,08121
8,123,Colorado,Weld County,2018,314815,08123
8,125,Colorado,Yuma County,2018,9947,08125
12,1,Florida,Alachua County,2018,268851,12001
12,3,Florida,Baker County,2018,28353,12003
12,5,Florida,Bay County,2018,186240,12005
12,7,Florida,Bradford County,2018,27752,12007
12,9,Florida,Brevard County,2018,595203,12009
12,11,Florida,Broward County,2018,1946107,12011
12,13,Florida,Calhoun County,2018,14543,12013
12,15,Florida,Charlotte County,2018,184849,12015
12,17,Florida,Citrus County,2018,147682,12017
12,19,Florida,Clay County,2018,215908,12019
12,21,Florida,Collier County,2018,378201,12021
12,23,Florida,Columbia County,2018,70668,12023
12,27,Florida,DeSoto County,2018,37368,12027
12,29,Florida,Dixie County,2018,16685,12029
12,31,Florida,Duval County,2018,948652,12031
12,33,Florida,Escambia County,2018,315104,12033
12,35,Florida,Flagler County,2018,112085,12035
12,37,Florida,Franklin County,2018,11676,12037
12,39,Florida,Gadsden County,2018,45927,12039
12,41,Florida,Gilchrist County,2018,18284,12041
12,43,Florida,Glades County,2018,13686,12043
12,45,Florida,Gulf County,2018,16146,12045
12,47,Florida,Hamilton County,2018,14262,12047
12,49,Florida,Hardee County,2018,27168,12049
12,51,Florida,Hendry County,2018,41336,12051
12,53,Florida,Hernando County,2018,190582,12053
12,55,Florida,Highlands County,2018,104933,12055
12,57,Florida,Hillsborough County,2018,1451919,12057
12,59,Florida,Holmes County,2018,19443,12059
12,61,Florida,Indian River County,2018,157187,12061
12,63,Florida,Jackson County,2018,48112,12063
12,65,Florida,Jefferson County,2018,14321,12065
12,67,Florida,Lafayette County,2018,8691,12067
12,69,Florida,Lake County,2018,356720,12069
12,71,Florida,Lee County,2018,754470,12071
12,73,Florida,Leon County,2018,291657,12073
12,75,Florida,Levy County,2018,40798,12075
12,77,Florida,Liberty County,2018,8427,12077
12,79,Florida,Madison County,2018,18540,12079
12,81,Florida,Manatee County,2018,394387,12081
12,83,Florida,Marion County,2018,359062,12083
12,85,Florida,Martin County,2018,160742,12085
12,86,Florida,Miami-Dade County,2018,2714854,12086
12,87,Florida,Monroe County,2018,74757,12087
12,89,Florida,Nassau County,2018,85936,12089
12,91,Florida,Okaloosa County,2018,206934,12091
12,93,Florida,Okeechobee County,2018,41654,12093
12,95,Florida,Orange County,2018,1381540,12095
12,97,Florida,Osceola County,2018,368456,12097
12,99,Florida,Palm Beach County,2018,1482876,12099
12,101,Florida,Pasco County,2018,539090,12101
12,103,Florida,Pinellas County,2018,973058,12103
12,105,Florida,Polk County,2018,706597,12105
12,107,Florida,Putnam County,2018,74043,12107
12,109,Florida,St. Johns County,2018,253814,12109
12,111,Florida,St. Lucie County,2018,320425,12111
12,113,Florida,Santa Rosa County,2018,179295,12113
12,115,Florida,Sarasota County,2018,426329,12115
12,117,Florida,Seminole County,2018,468122,12117
12,119,Florida,Sumter County,2018,128719,12119
12,121,Florida,Suwannee County,2018,44179,12121
12,123,Florida,Taylor County,2018,21545,12123
12,125,Florida,Union County,2018,15328,12125
12,127,Florida,Volusia County,2018,546101,12127
12,129,Florida,Wakulla County,2018,32413,12129
12,131,Florida,Walton County,2018,70732,12131
12,133,Florida,Washington County,2018,24793,12133
13,1,Georgia,Appling County,2018,18526,13001
13,3,Georgia,Atkinson County,2018,8262,13003
13,5,Georgia,Bacon County,2018,11132,13005
13,7,Georgia,Baker County,2018,3086,13007
13,9,Georgia,Baldwin County,2018,44893,13009
13,11,Georgia,Banks County,2018,18972,13011
13,13,Georgia,Barrow County,2018,80834,13013
13,15,Georgia,Bartow County,2018,106378,13015
13,17,Georgia,Ben Hill County,2018,16822,13017
13,19,Georgia,Berrien County,2018,19266,13019
13,21,Georgia,Bibb County,2018,152903,13021
13,23,Georgia,Bleckley County,2018,12821,13023
13,25,Georgia,Brantley County,2018,18985,13025
13,27,Georgia,Brooks County,2018,15479,13027
13,29,Georgia,Bryan County,2018,38059,13029
13,31,Georgia,Bulloch County,2018,77242,13031
13,33,Georgia,Burke County,2018,22439,13033
13,35,Georgia,Butts County,2018,24192,13035
13,37,Georgia,Calhoun County,2018,6353,13037
13,39,Georgia,Camden County,2018,53651,13039
13,43,Georgia,Candler County,2018,10827,13043
13,45,Georgia,Carroll County,2018,117997,13045
13,47,Georgia,Catoosa County,2018,67380,13047
13,49,Georgia,Charlton County,2018,12919,13049
13,51,Georgia,Chatham County,2018,289166,13051
13,53,Georgia,Chattahoochee County,2018,10600,13053
13,55,Georgia,Chattooga County,2018,24782,13055
13,57,Georgia,Cherokee County,2018,253914,13057
13,59,Georgia,Clarke County,2018,127268,13059
13,61,Georgia,Clay County,2018,2884,13061
13,63,Georgia,Clayton County,2018,289197,13063
13,65,Georgia,Clinch County,2018,6603,13065
13,67,Georgia,Cobb County,2018,756070,13067
13,69,Georgia,Coffee County,2018,43055,13069
13,71,Georgia,Colquitt County,2018,45455,13071
13,73,Georgia,Columbia County,2018,154077,13073
13,75,Georgia,Cook County,2018,17171,13075
13,77,Georgia,Coweta County,2018,145998,13077
13,79,Georgia,Crawford County,2018,12334,13079
13,81,Georgia,Crisp County,2018,22617,13081
13,83,Georgia,Dade County,2018,16227,13083
13,85,Georgia,Dawson County,2018,25127,13085
13,87,Georgia,Decatur County,2018,26573,13087
13,89,Georgia,DeKalb County,2018,754906,13089
13,91,Georgia,Dodge County,2018,20793,13091
13,93,Georgia,Dooly County,2018,13709,13093
13,95,Georgia,Dougherty County,2018,89200,13095
13,97,Georgia,Douglas County,2018,145024,13097
13,99,Georgia,Early County,2018,10286,13099
13,101,Georgia,Echols County,2018,4000,13101
13,103,Georgia,Effingham County,2018,62228,13103
13,105,Georgia,Elbert County,2018,19095,13105
13,107,Georgia,Emanuel County,2018,22607,13107
13,109,Georgia,Evans County,2018,10702,13109
13,111,Georgia,Fannin County,2018,25981,13111
13,113,Georgia,Fayette County,2018,113181,13113
13,115,Georgia,Floyd County,2018,97964,13115
13,117,Georgia,Forsyth County,2018,236993,13117
13,119,Georgia,Franklin County,2018,23034,13119
13,121,Georgia,Fulton County,2018,1050131,13121
13,123,Georgia,Gilmer County,2018,30835,13123
13,125,Georgia,Glascock County,2018,2977,13125
13,127,Georgia,Glynn County,2018,84975,13127
13,129,Georgia,Gordon County,2018,57628,13129
13,131,Georgia,Grady County,2018,24774,13131
13,133,Georgia,Greene County,2018,17733,13133
13,135,Georgia,Gwinnett County,2018,927337,13135
13,137,Georgia,Habersham County,2018,45373,13137
13,139,Georgia,Hall County,2018,201538,13139
13,141,Georgia,Hancock County,2018,8368,13141
13,143,Georgia,Haralson County,2018,29561,13143
13,145,Georgia,Harris County,2018,34560,13145
13,147,Georgia,Hart County,2018,26071,13147
13,149,Georgia,Heard County,2018,11871,13149
13,151,Georgia,Henry County,2018,229728,13151
13,153,Georgia,Houston County,2018,155523,13153
13,155,Georgia,Irwin County,2018,9396,13155
13,157,Georgia,Jackson County,2018,70325,13157
13,159,Georgia,Jasper County,2018,14029,13159
13,161,Georgia,Jeff Davis County,2018,15048,13161
13,163,Georgia,Jefferson County,2018,15424,13163
13,165,Georgia,Jenkins County,2018,8765,13165
13,167,Georgia,Johnson County,2018,9706,13167
13,169,Georgia,Jones County,2018,28680,13169
13,171,Georgia,Lamar County,2018,18961,13171
13,173,Georgia,Lanier County,2018,10355,13173
13,175,Georgia,Laurens County,2018,47336,13175
13,177,Georgia,Lee County,2018,29751,13177
13,179,Georgia,Liberty County,2018,60606,13179
13,181,Georgia,Lincoln County,2018,7925,13181
13,183,Georgia,Long County,2018,19091,13183
13,185,Georgia,Lowndes County,2018,116309,13185
13,187,Georgia,Lumpkin County,2018,32899,13187
13,189,Georgia,McDuffie County,2018,21532,13189
13,191,Georgia,McIntosh County,2018,14322,13191
13,193,Georgia,Macon County,2018,13160,13193
13,195,Georgia,Madison County,2018,29642,13195
13,197,Georgia,Marion County,2018,8373,13197
13,199,Georgia,Meriwether County,2018,21094,13199
13,201,Georgia,Miller County,2018,5684,13201
13,205,Georgia,Mitchell County,2018,22135,13205
13,207,Georgia,Monroe County,2018,27503,13207
13,209,Georgia,Montgomery County,2018,9168,13209
13,211,Georgia,Morgan County,2018,18831,13211
13,213,Georgia,Murray County,2018,39943,13213
13,215,Georgia,Muscogee County,2018,194169,13215
13,217,Georgia,Newton County,2018,109421,13217
13,219,Georgia,Oconee County,2018,39478,13219
13,221,Georgia,Oglethorpe County,2018,15080,13221
13,223,Georgia,Paulding County,2018,164053,13223
13,225,Georgia,Peach County,2018,27363,13225
13,227,Georgia,Pickens County,2018,32014,13227
13,229,Georgia,Pierce County,2018,19388,13229
13,231,Georgia,Pike County,2018,18647,13231
13,233,Georgia,Polk County,2018,42346,13233
13,235,Georgia,Pulaski County,2018,11080,13235
13,237,Georgia,Putnam County,2018,21820,13237
13,239,Georgia,Quitman County,2018,2260,13239
13,241,Georgia,Rabun County,2018,16857,13241
13,243,Georgia,Randolph County,2018,6812,13243
13,245,Georgia,Richmond County,2018,201667,13245
13,247,Georgia,Rockdale County,2018,90505,13247
13,249,Georgia,Schley County,2018,5230,13249
13,251,Georgia,Screven County,2018,13960,13251
13,253,Georgia,Seminole County,2018,8270,13253
13,255,Georgia,Spalding County,2018,66107,13255
13,257,Georgia,Stephens County,2018,26007,13257
13,259,Georgia,Stewart County,2018,6435,13259
13,261,Georgia,Sumter County,2018,29796,13261
13,263,Georgia,Talbot County,2018,6290,13263
13,265,Georgia,Taliaferro County,2018,1612,13265
13,267,Georgia,Tattnall County,2018,25485,13267
13,269,Georgia,Taylor County,2018,8020,13269
13,271,Georgia,Telfair County,2018,15974,13271
13,273,Georgia,Terrell County,2018,8587,13273
13,275,Georgia,Thomas County,2018,44334,13275
13,277,Georgia,Tift County,2018,40542,13277
13,279,Georgia,Toombs County,2018,26902,13279
13,281,Georgia,Towns County,2018,11866,13281
13,283,Georgia,Treutlen County,2018,6813,13283
13,285,Georgia,Troup County,2018,70078,13285
13,287,Georgia,Turner County,2018,7908,13287
13,289,Georgia,Twiggs County,2018,8174,13289
13,291,Georgia,Union County,2018,23905,13291
13,293,Georgia,Upson County,2018,26185,13293
13,295,Georgia,Walker County,2018,69443,13295
13,297,Georgia,Walton County,2018,93202,13297
13,299,Georgia,Ware County,2018,35587,13299
13,301,Georgia,Warren County,2018,5247,13301
13,303,Georgia,Washington County,2018,20410,13303
13,305,Georgia,Wayne County,2018,29810,13305
13,307,Georgia,Webster County,2018,2606,13307
13,309,Georgia,Wheeler County,2018,7898,13309
13,311,Georgia,White County,2018,29988,13311
13,313,Georgia,Whitfield County,2018,104249,13313
13,315,Georgia,Wilcox County,2018,8827,13315
13,317,Georgia,Wilkes County,2018,9864,13317
13,319,Georgia,Wilkinson County,2018,9043,13319
13,321,Georgia,Worth County,2018,20302,13321
16,1,Idaho,Ada County,2018,468764,16001
16,3,Idaho,Adams County,2018,4234,16003
16,5,Idaho,Bannock County,2018,86674,16005
16,7,Idaho,Bear Lake County,2018,6044,16007
16,9,Idaho,Benewah County,2018,9218,16009
16,11,Idaho,Bingham County,2018,46129,16011
16,13,Idaho,Blaine County,2018,22771,16013
16,15,Idaho,Boise County,2018,7655,16015
16,17,Idaho,Bonner County,2018,44705,16017
16,19,Idaho,Bonneville County,2018,116444,16019
16,21,Idaho,Boundary County,2018,12016,16021
16,23,Idaho,Butte County,2018,2587,16023
16,25,Idaho,Camas County,2018,1121,16025
16,27,Idaho,Canyon County,2018,223236,16027
16,29,Idaho,Caribou County,2018,7037,16029
16,31,Idaho,Cassia County,2018,23791,16031
16,33,Idaho,Clark County,2018,851,16033
16,35,Idaho,Clearwater County,2018,8758,16035
16,37,Idaho,Custer County,2018,4250,16037
16,39,Idaho,Elmore County,2018,27362,16039
16,41,Idaho,Franklin County,2018,13704,16041
16,43,Idaho,Fremont County,2018,13155,16043
16,45,Idaho,Gem County,2018,17587,16045
16,47,Idaho,Gooding County,2018,15116,16047
16,49,Idaho,Idaho County,2018,16476,16049
16,51,Idaho,Jefferson County,2018,29405,16051
16,53,Idaho,Jerome County,2018,24066,16053
16,55,Idaho,Kootenai County,2018,161209,16055
16,57,Idaho,Latah County,2018,39829,16057
16,59,Idaho,Lemhi County,2018,7932,16059
16,61,Idaho,Lewis County,2018,3832,16061
16,63,Idaho,Lincoln County,2018,5398,16063
16,65,Idaho,Madison County,2018,39261,16065
16,67,Idaho,Minidoka County,2018,20719,16067
16,69,Idaho,Nez Perce County,2018,40256,16069
16,71,Idaho,Oneida County,2018,4462,16071
16,73,Idaho,Owyhee County,2018,11669,16073
16,75,Idaho,Payette County,2018,23507,16075
16,77,Idaho,Power County,2018,7700,16077
16,79,Idaho,Shoshone County,2018,12790,16079
16,81,Idaho,Teton County,2018,11651,16081
16,83,Idaho,Twin Falls County,2018,86029,16083
16,85,Idaho,Valley County,2018,11021,16085
16,87,Idaho,Washington County,2018,10115,16087
28,1,Mississippi,Adams County,2018,31044,28001
28,3,Mississippi,Alcorn County,2018,36810,28003
28,5,Mississippi,Amite County,2018,12327,28005
28,7,Mississippi,Attala County,2018,18328,28007
28,9,Mississippi,Benton County,2018,8243,28009
28,11,Mississippi,Bolivar County,2018,31115,28011
28,13,Mississippi,Calhoun County,2018,14432,28013
28,15,Mississippi,Carroll County,2018,9920,28015
28,17,Mississippi,Chickasaw County,2018,17100,28017
28,19,Mississippi,Choctaw County,2018,8265,28019
28,21,Mississippi,Claiborne County,2018,9072,28021
28,23,Mississippi,Clarke County,2018,15585,28023
28,25,Mississippi,Clay County,2018,19404,28025
28,27,Mississippi,Coahoma County,2018,22605,28027
28,29,Mississippi,Copiah County,2018,28400,28029
28,31,Mississippi,Covington County,2018,18825,28031
28,33,Mississippi,DeSoto County,2018,181932,28033
28,35,Mississippi,Forrest County,2018,74912,28035
28,37,Mississippi,Franklin County,2018,7758,28037
28,39,Mississippi,George County,2018,24110,28039
28,41,Mississippi,Greene County,2018,13996,28041
28,43,Mississippi,Grenada County,2018,20984,28043
28,45,Mississippi,Hancock County,2018,47278,28045
28,47,Mississippi,Harrison County,2018,206284,28047
28,49,Mississippi,Hinds County,2018,235824,28049
28,51,Mississippi,Holmes County,2018,17444,28051
28,53,Mississippi,Humphreys County,2018,8256,28053
28,55,Mississippi,Issaquena County,2018,1307,28055
28,57,Mississippi,Itawamba County,2018,23461,28057
28,59,Mississippi,Jackson County,2018,143127,28059
28,61,Mississippi,Jasper County,2018,16425,28061
28,63,Mississippi,Jefferson County,2018,7093,28063
28,65,Mississippi,Jefferson Davis County,2018,11215,28065
28,67,Mississippi,Jones County,2018,68196,28067
28,69,Mississippi,Kemper County,2018,9733,28069
28,71,Mississippi,Lafayette County,2018,53542,28071
28,73,Mississippi,Lamar County,2018,62637,28073
28,75,Mississippi,Lauderdale County,2018,75238,28075
28,77,Mississippi,Lawrence County,2018,12448,28077
28,79,Mississippi,Leake County,2018,22791,28079
28,81,Mississippi,Lee County,2018,85276,28081
28,83,Mississippi,Leflore County,2018,28616,28083
28,85,Mississippi,Lincoln County,2018,34210,28085
28,87,Mississippi,Lowndes County,2018,58760,28087
28,89,Mississippi,Madison County,2018,105648,28089
28,91,Mississippi,Marion County,2018,24752,28091
28,93,Mississippi,Marshall County,2018,35436,28093
28,95,Mississippi,Monroe County,2018,35543,28095
28,97,Mississippi,Montgomery County,2018,9994,28097
28,99,Mississippi,Neshoba County,2018,29151,28099
28,101,Mississippi,Newton County,2018,21355,28101
28,103,Mississippi,Noxubee County,2018,10550,28103
28,105,Mississippi,Oktibbeha County,2018,49249,28105
28,107,Mississippi,Panola County,2018,34156,28107
28,109,Mississippi,Pearl River County,2018,55323,28109
28,111,Mississippi,Perry County,2018,11918,28111
28,113,Mississippi,Pike County,2018,39380,28113
28,115,Mississippi,Pontotoc County,2018,31881,28115
28,117,Mississippi,Prentiss County,2018,25088,28117
28,119,Mississippi,Quitman County,2018,7055,28119
28,121,Mississippi,Rankin County,2018,154250,28121
28,123,Mississippi,Scott County,2018,28319,28123
28,125,Mississippi,Sharkey County,2018,4375,28125
28,127,Mississippi,Simpson County,2018,26717,28127
28,129,Mississippi,Smith County,2018,16029,28129
28,131,Mississippi,Stone County,2018,17997,28131
28,133,Mississippi,Sunflower County,2018,26211,28133
28,135,Mississippi,Tallahatchie County,2018,13961,28135
28,137,Mississippi,Tate County,2018,28347,28137
28,139,Mississippi,Tippah County,2018,22039,28139
28,141,Mississippi,Tishomingo County,2018,19383,28141
28,143,Mississippi,Tunica County,2018,9922,28143
28,145,Mississippi,Union County,2018,28615,28145
28,147,Mississippi,Walthall County,2018,14436,28147
28,149,Mississippi,Warren County,2018,46093,28149
28,151,Mississippi,Washington County,2018,45036,28151
28,153,Mississippi,Wayne County,2018,20296,28153
28,155,Mississippi,Webster County,2018,9788,28155
28,157,Mississippi,Wilkinson County,2018,8781,28157
28,159,Mississippi,Winston County,2018,18164,28159
28,161,Mississippi,Yalobusha County,2018,12361,28161
28,163,Mississippi,Yazoo County,2018,29093,28163
30,1,Montana,Beaverhead County,2018,9412,30001
30,3,Montana,Big Horn County,2018,13365,30003
30,5,Montana,Blaine County,2018,6774,30005
30,7,Montana,Broadwater County,2018,6072,30007
30,9,Montana,Carbon County,2018,10691,30009
30,11,Montana,Carter County,2018,1230,30011
30,13,Montana,Cascade County,2018,81688,30013
30,15,Montana,Chouteau County,2018,5740,30015
30,17,Montana,Custer County,2018,11592,30017
30,19,Montana,Daniels County,2018,1729,30019
30,21,Montana,Dawson County,2018,8680,30021
30,23,Montana,Deer Lodge County,2018,9129,30023
30,25,Montana,Fallon County,2018,2912,30025
30,27,Montana,Fergus County,2018,11117,30027
30,29,Montana,Flathead County,2018,102017,30029
30,31,Montana,Gallatin County,2018,111682,30031
30,33,Montana,Garfield County,2018,1257,30033
30,35,Montana,Glacier County,2018,13828,30035
30,37,Montana,Golden Valley County,2018,822,30037
30,39,Montana,Granite County,2018,3371,30039
30,41,Montana,Hill County,2018,16342,30041
30,43,Montana,Jefferson County,2018,12094,30043
30,45,Montana,Judith Basin County,2018,1946,30045
30,47,Montana,Lake County,2018,30220,30047
30,49,Montana,Lewis and Clark County,2018,68622,30049
30,51,Montana,Liberty County,2018,2416,30051
30,53,Montana,Lincoln County,2018,19797,30053
30,55,Montana,McCone County,2018,1669,30055
30,57,Montana,Madison County,2018,8530,30057
30,59,Montana,Meagher County,2018,1857,30059
30,61,Montana,Mineral County,2018,4307,30061
30,63,Montana,Missoula County,2018,118640,30063
30,65,Montana,Musselshell County,2018,4632,30065
30,67,Montana,Park County,2018,16648,30067
30,69,Montana,Petroleum County,2018,512,30069
30,71,Montana,Phillips County,2018,4060,30071
30,73,Montana,Pondera County,2018,5960,30073
30,75,Montana,Powder River County,2018,1720,30075
30,77,Montana,Powell County,2018,6953,30077
30,79,Montana,Prairie County,2018,1070,30079
30,81,Montana,Ravalli County,2018,43166,30081
30,83,Montana,Richland County,2018,10855,30083
30,85,Montana,Roosevelt County,2018,11069,30085
30,87,Montana,Rosebud County,2018,9040,30087
30,89,Montana,Sanders County,2018,11847,30089
30,91,Montana,Sheridan County,2018,3386,30091
30,93,Montana,Silver Bow County,2018,34739,30093
30,95,Montana,Stillwater County,2018,9483,30095
30,97,Montana,Sweet Grass County,2018,3703,30097
30,99,Montana,Teton County,2018,6117,30099
30,101,Montana,Toole County,2018,4835,30101
30,103,Montana,Treasure County,2018,673,30103
30,105,Montana,Valley County,2018,7406,30105
30,107,Montana,Wheatland County,2018,2184,30107
30,109,Montana,Wibaux County,2018,1030,30109
30,111,Montana,Yellowstone County,2018,160029,30111
37,1,North Carolina,Alamance County,2018,166514,37001
37,3,North Carolina,Alexander County,2018,37331,37003
37,5,North Carolina,Alleghany County,2018,11138,37005
37,7,North Carolina,Anson County,2018,24470,37007
37,9,North Carolina,Ashe County,2018,27099,37009
37,11,North Carolina,Avery County,2018,17528,37011
37,13,North Carolina,Beaufort County,2018,47056,37013
37,15,North Carolina,Bertie County,2018,19106,37015
37,17,North Carolina,Bladen County,2018,33151,37017
37,19,North Carolina,Brunswick County,2018,136880,37019
37,21,North Carolina,Buncombe County,2018,259259,37021
37,23,North Carolina,Burke County,2018,90405,37023
37,25,North Carolina,Cabarrus County,2018,211597,37025
37,27,North Carolina,Caldwell County,2018,82026,37027
37,29,North Carolina,Camden County,2018,10676,37029
37,31,North Carolina,Carteret County,2018,69438,37031
37,33,North Carolina,Caswell County,2018,22634,37033
37,35,North Carolina,Catawba County,2018,158687,37035
37,37,North Carolina,Chatham County,2018,73127,37037
37,39,North Carolina,Cherokee County,2018,28369,37039
37,41,North Carolina,Chowan County,2018,14065,37041
37,43,North Carolina,Clay County,2018,11124,37043
37,45,North Carolina,Cleveland County,2018,97519,37045
37,47,North Carolina,Columbus County,2018,55819,37047
37,49,North Carolina,Craven County,2018,102338,37049
37,51,North Carolina,Cumberland County,2018,333430,37051
37,53,North Carolina,Currituck County,2018,27016,37053
37,55,North Carolina,Dare County,2018,36607,37055
37,57,North Carolina,Davidson County,2018,166358,37057
37,59,North Carolina,Davie County,2018,42563,37059
37,61,North Carolina,Duplin County,2018,58991,37061
37,63,North Carolina,Durham County,2018,316979,37063
37,65,North Carolina,Edgecombe County,2018,51984,37065
37,67,North Carolina,Forsyth County,2018,379216,37067
37,69,North Carolina,Franklin County,2018,67625,37069
37,71,North Carolina,Gaston County,2018,222630,37071
37,73,North Carolina,Gates County,2018,11563,37073
37,75,North Carolina,Graham County,2018,8461,37075
37,77,North Carolina,Granville County,2018,59979,37077
37,79,North Carolina,Greene County,2018,21106,37079
37,81,North Carolina,Guilford County,2018,532607,37081
37,83,North Carolina,Halifax County,2018,50634,37083
37,85,North Carolina,Harnett County,2018,134336,37085
37,87,North Carolina,Haywood County,2018,61890,37087
37,89,North Carolina,Henderson County,2018,116500,37089
37,91,North Carolina,Hertford County,2018,23878,37091
37,93,North Carolina,Hoke County,2018,54695,37093
37,95,North Carolina,Hyde County,2018,5026,37095
37,97,North Carolina,Iredell County,2018,178332,37097
37,99,North Carolina,Jackson County,2018,43600,37099
37,101,North Carolina,Johnston County,2018,202692,37101
37,103,North Carolina,Jones County,2018,9613,37103
37,105,North Carolina,Lee County,2018,61208,37105
37,107,North Carolina,Lenoir County,2018,55990,37107
37,109,North Carolina,Lincoln County,2018,84092,37109
37,111,North Carolina,McDowell County,2018,45465,37111
37,113,North Carolina,Macon County,2018,35274,37113
37,115,North Carolina,Madison County,2018,21665,37115
37,117,North Carolina,Martin County,2018,22660,37117
37,119,North Carolina,Mecklenburg County,2018,1093750,37119
37,121,North Carolina,Mitchell County,2018,14996,37121
37,123,North Carolina,Montgomery County,2018,27077,37123
37,125,North Carolina,Moore County,2018,98805,37125
37,127,North Carolina,Nash County,2018,94094,37127
37,129,North Carolina,New Hanover County,2018,232256,37129
37,131,North Carolina,Northampton County,2018,19698,37131
37,133,North Carolina,Onslow County,2018,196915,37133
37,135,North Carolina,Orange County,2018,147980,37135
37,137,North Carolina,Pamlico County,2018,12633,37137
37,139,North Carolina,Pasquotank County,2018,39583,37139
37,141,North Carolina,Pender County,2018,62017,37141
37,143,North Carolina,Perquimans County,2018,13381,37143
37,145,North Carolina,Person County,2018,39436,37145
37,147,North Carolina,Pitt County,2018,179575,37147
37,149,North Carolina,Polk County,2018,20668,37149
37,151,North Carolina,Randolph County,2018,143249,37151
37,153,North Carolina,Richmond County,2018,44888,37153
37,155,North Carolina,Robeson County,2018,131884,37155
