STATE,COUNTY,STNAME,CTYNAME,population,fips,STATE_ABBREV,merge_key,County Code,Deaths,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,BUYER_STATE,BUYER_COUNTY,TOTAL_MME,merge_on_arcos,Year,county_state,mortality_rate_per_100k
12,1,Florida,Alachua County,244888,12001,FL,"ALACHUA COUNTY, FL",12001,,,,FL,ALACHUA,475070355.2029331,"ALACHUA COUNTY, FL",2008,"Alachua County, Florida",
12,5,Florida,Bay County,166267,12005,FL,"BAY COUNTY, FL",12005,23.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,BAY,138489903.35859126,"BAY COUNTY, FL",2008,"Bay County, Florida",13.833171946327292
12,9,Florida,Brevard County,542378,12009,FL,"BREVARD COUNTY, FL",12009,109.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,BREVARD,730109873.8593074,"BREVARD COUNTY, FL",2008,"Brevard County, Florida",20.096685337532126
12,15,Florida,Charlotte County,160467,12015,FL,"CHARLOTTE COUNTY, FL",12015,,,,FL,CHARLOTTE,254611073.31797335,"CHARLOTTE COUNTY, FL",2008,"Charlotte County, Florida",
12,19,Florida,Clay County,187289,12019,FL,"CLAY COUNTY, FL",12019,19.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,CLAY,240426439.88028276,"CLAY COUNTY, FL",2008,"Clay County, Florida",10.14474955816946
12,21,Florida,Collier County,316641,12021,FL,"COLLIER COUNTY, FL",12021,50.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,COLLIER,328611128.15721625,"COLLIER COUNTY, FL",2008,"Collier County, Florida",15.790753566341694
12,33,Florida,Escambia County,296854,12033,FL,"ESCAMBIA COUNTY, FL",12033,28.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,ESCAMBIA,289481277.466112,"ESCAMBIA COUNTY, FL",2008,"Escambia County, Florida",9.432246154675363
12,69,Florida,Lake County,293654,12069,FL,"LAKE COUNTY, FL",12069,24.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,LAKE,238697644.9322033,"LAKE COUNTY, FL",2008,"Lake County, Florida",8.172883733918148
12,81,Florida,Manatee County,318766,12081,FL,"MANATEE COUNTY, FL",12081,45.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,MANATEE,497325995.88008624,"MANATEE COUNTY, FL",2008,"Manatee County, Florida",14.11693844387419
12,91,Florida,Okaloosa County,181752,12091,FL,"OKALOOSA COUNTY, FL",12091,16.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,OKALOOSA,164093069.87298575,"OKALOOSA COUNTY, FL",2008,"Okaloosa County, Florida",8.803204366389366
12,115,Florida,Sarasota County,377178,12115,FL,"SARASOTA COUNTY, FL",12115,71.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,SARASOTA,636694370.7330104,"SARASOTA COUNTY, FL",2008,"Sarasota County, Florida",18.82400352088404
13,21,Georgia,Bibb County,154384,13021,GA,"BIBB COUNTY, GA",13021,14.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,BIBB,239710629.59568813,"BIBB COUNTY, GA",2008,"Bibb County, Georgia",9.068297232873874
13,51,Georgia,Chatham County,255269,13051,GA,"CHATHAM COUNTY, GA",13051,17.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,CHATHAM,654228520.5727783,"CHATHAM COUNTY, GA",2008,"Chatham County, Georgia",6.659641397897904
13,57,Georgia,Cherokee County,208271,13057,GA,"CHEROKEE COUNTY, GA",13057,16.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,CHEROKEE,124328870.1890725,"CHEROKEE COUNTY, GA",2008,"Cherokee County, Georgia",7.682298543724283
13,117,Georgia,Forsyth County,166338,13117,GA,"FORSYTH COUNTY, GA",13117,13.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,FORSYTH,81509865.10408054,"FORSYTH COUNTY, GA",2008,"Forsyth County, Georgia",7.81541199244911
16,1,Idaho,Ada County,382618,16001,ID,"ADA COUNTY, ID",16001,26.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,ID,ADA,341921655.5780172,"ADA COUNTY, ID",2008,"Ada County, Idaho",6.795289296373929
28,49,Mississippi,Hinds County,244695,28049,MS,"HINDS COUNTY, MS",28049,,,,MS,HINDS,165235862.40839356,"HINDS COUNTY, MS",2008,"Hinds County, Mississippi",
37,21,North Carolina,Buncombe County,233772,37021,NC,"BUNCOMBE COUNTY, NC",37021,19.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,BUNCOMBE,461422523.79177475,"BUNCOMBE COUNTY, NC",2008,"Buncombe County, North Carolina",8.127577297537771
37,35,North Carolina,Catawba County,153848,37035,NC,"CATAWBA COUNTY, NC",37035,18.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,CATAWBA,183886781.734818,"CATAWBA COUNTY, NC",2008,"Catawba County, North Carolina",11.69985960168478
37,51,North Carolina,Cumberland County,311800,37051,NC,"CUMBERLAND COUNTY, NC",37051,23.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,CUMBERLAND,265070329.0105587,"CUMBERLAND COUNTY, NC",2008,"Cumberland County, North Carolina",7.376523412443874
37,57,North Carolina,Davidson County,161520,37057,NC,"DAVIDSON COUNTY, NC",37057,28.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,DAVIDSON,99937581.76087324,"DAVIDSON COUNTY, NC",2008,"Davidson County, North Carolina",17.335314512134723
37,67,North Carolina,Forsyth County,344330,37067,NC,"FORSYTH COUNTY, NC",37067,31.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,FORSYTH,369359057.08207107,"FORSYTH COUNTY, NC",2008,"Forsyth County, North Carolina",9.002991316469664
37,71,North Carolina,Gaston County,204454,37071,NC,"GASTON COUNTY, NC",37071,35.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,GASTON,225738376.40464425,"GASTON COUNTY, NC",2008,"Gaston County, North Carolina",17.118765101196356
37,101,North Carolina,Johnston County,161746,37101,NC,"JOHNSTON COUNTY, NC",37101,,,,NC,JOHNSTON,81847419.925286,"JOHNSTON COUNTY, NC",2008,"Johnston County, North Carolina",
37,179,North Carolina,Union County,193678,37179,NC,"UNION COUNTY, NC",37179,14.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,UNION,90636573.38723624,"UNION COUNTY, NC",2008,"Union County, North Carolina",7.22849265275354
41,17,Oregon,Deschutes County,156820,41017,OR,"DESCHUTES COUNTY, OR",41017,10.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,OR,DESCHUTES,116529611.7608245,"DESCHUTES COUNTY, OR",2008,"Deschutes County, Oregon",6.376737661012626
41,29,Oregon,Jackson County,201162,41029,OR,"JACKSON COUNTY, OR",41029,14.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,OR,JACKSON,379877315.7854924,"JACKSON COUNTY, OR",2008,"Jackson County, Oregon",6.959564927769659
41,47,Oregon,Marion County,309729,41047,OR,"MARION COUNTY, OR",41047,19.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,OR,MARION,505112395.1766675,"MARION COUNTY, OR",2008,"Marion County, Oregon",6.134394906515049
45,3,South Carolina,Aiken County,156896,45003,SC,"AIKEN COUNTY, SC",45003,18.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,AIKEN,96707356.5676235,"AIKEN COUNTY, SC",2008,"Aiken County, South Carolina",11.472567815623087
45,15,South Carolina,Berkeley County,171099,45015,SC,"BERKELEY COUNTY, SC",45015,15.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,BERKELEY,77753692.64498794,"BERKELEY COUNTY, SC",2008,"Berkeley County, South Carolina",8.766854277348202
45,51,South Carolina,Horry County,260609,45051,SC,"HORRY COUNTY, SC",45051,35.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,HORRY,328320954.8626575,"HORRY COUNTY, SC",2008,"Horry County, South Carolina",13.43008107931806
45,91,South Carolina,York County,217463,45091,SC,"YORK COUNTY, SC",45091,25.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,YORK,82403759.5886475,"YORK COUNTY, SC",2008,"York County, South Carolina",11.496208550420072
47,125,Tennessee,Montgomery County,162144,47125,TN,"MONTGOMERY COUNTY, TN",47125,,,,TN,MONTGOMERY,96071156.62375824,"MONTGOMERY COUNTY, TN",2008,"Montgomery County, Tennessee",
47,165,Tennessee,Sumner County,155999,47165,TN,"SUMNER COUNTY, TN",47165,12.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,TN,SUMNER,119607698.92135976,"SUMNER COUNTY, TN",2008,"Sumner County, Tennessee",7.692357002288476
47,187,Tennessee,Williamson County,175498,47187,TN,"WILLIAMSON COUNTY, TN",47187,,,,TN,WILLIAMSON,141407665.19261926,"WILLIAMSON COUNTY, TN",2008,"Williamson County, Tennessee",
53,5,Washington,Benton County,166573,53005,WA,"BENTON COUNTY, WA",53005,10.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,BENTON,150645864.61056975,"BENTON COUNTY, WA",2008,"Benton County, Washington",6.003373896129625
53,35,Washington,Kitsap County,246912,53035,WA,"KITSAP COUNTY, WA",53035,15.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,KITSAP,228284448.3021045,"KITSAP COUNTY, WA",2008,"Kitsap County, Washington",6.075038880248834
53,67,Washington,Thurston County,244332,53067,WA,"THURSTON COUNTY, WA",53067,19.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,THURSTON,213950970.66419536,"THURSTON COUNTY, WA",2008,"Thurston County, Washington",7.776304372738732
53,73,Washington,Whatcom County,196708,53073,WA,"WHATCOM COUNTY, WA",53073,17.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,WHATCOM,177373477.62622848,"WHATCOM COUNTY, WA",2008,"Whatcom County, Washington",8.642251459015393
53,77,Washington,Yakima County,235272,53077,WA,"YAKIMA COUNTY, WA",53077,10.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,YAKIMA,159719967.70821106,"YAKIMA COUNTY, WA",2008,"Yakima County, Washington",4.250399537556531
6,17,California,El Dorado County,180455,6017,CA,"EL DORADO COUNTY, CA",6017,,,,CA,EL DORADO,184652001.714393,"EL DORADO COUNTY, CA",2009,"El Dorado County, California",
6,25,California,Imperial County,172008,6025,CA,"IMPERIAL COUNTY, CA",6025,,,,CA,IMPERIAL,84324390.394297,"IMPERIAL COUNTY, CA",2009,"Imperial County, California",
6,47,California,Merced County,252302,6047,CA,"MERCED COUNTY, CA",6047,,,,CA,MERCED,146380273.238156,"MERCED COUNTY, CA",2009,"Merced County, California",
6,53,California,Monterey County,410263,6053,CA,"MONTEREY COUNTY, CA",6053,,,,CA,MONTEREY,313154814.0487737,"MONTEREY COUNTY, CA",2009,"Monterey County, California",
6,61,California,Placer County,343810,6061,CA,"PLACER COUNTY, CA",6061,,,,CA,PLACER,550009339.356164,"PLACER COUNTY, CA",2009,"Placer County, California",
6,83,California,Santa Barbara County,420356,6083,CA,"SANTA BARBARA COUNTY, CA",6083,,,,CA,SANTA BARBARA,453075754.82732147,"SANTA BARBARA COUNTY, CA",2009,"Santa Barbara County, California",
6,89,California,Shasta County,177279,6089,CA,"SHASTA COUNTY, CA",6089,,,,CA,SHASTA,387072339.07600176,"SHASTA COUNTY, CA",2009,"Shasta County, California",
8,13,Colorado,Boulder County,293190,8013,CO,"BOULDER COUNTY, CO",8013,,,,CO,BOULDER,256802921.98800495,"BOULDER COUNTY, CO",2009,"Boulder County, Colorado",
8,69,Colorado,Larimer County,296696,8069,CO,"LARIMER COUNTY, CO",8069,,,,CO,LARIMER,259481414.38384044,"LARIMER COUNTY, CO",2009,"Larimer County, Colorado",
8,123,Colorado,Weld County,248193,8123,CO,"WELD COUNTY, CO",8123,,,,CO,WELD,143231610.84438676,"WELD COUNTY, CO",2009,"Weld County, Colorado",
12,1,Florida,Alachua County,246657,12001,FL,"ALACHUA COUNTY, FL",12001,15.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,ALACHUA,496969628.672338,"ALACHUA COUNTY, FL",2009,"Alachua County, Florida",6.081319403057687
12,5,Florida,Bay County,167464,12005,FL,"BAY COUNTY, FL",12005,18.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,BAY,151449167.487304,"BAY COUNTY, FL",2009,"Bay County, Florida",10.748578799025463
12,9,Florida,Brevard County,542109,12009,FL,"BREVARD COUNTY, FL",12009,122.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,BREVARD,820134522.3380344,"BREVARD COUNTY, FL",2009,"Brevard County, Florida",22.504699239451842
12,15,Florida,Charlotte County,159629,12015,FL,"CHARLOTTE COUNTY, FL",12015,,,,FL,CHARLOTTE,321369385.466029,"CHARLOTTE COUNTY, FL",2009,"Charlotte County, Florida",
12,19,Florida,Clay County,189101,12019,FL,"CLAY COUNTY, FL",12019,29.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,CLAY,279863765.76744425,"CLAY COUNTY, FL",2009,"Clay County, Florida",15.335720064938842
12,21,Florida,Collier County,318485,12021,FL,"COLLIER COUNTY, FL",12021,42.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,COLLIER,387640538.66533375,"COLLIER COUNTY, FL",2009,"Collier County, Florida",13.187434259070285
12,69,Florida,Lake County,295511,12069,FL,"LAKE COUNTY, FL",12069,32.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,LAKE,283822533.2595502,"LAKE COUNTY, FL",2009,"Lake County, Florida",10.828700116070129
12,81,Florida,Manatee County,320711,12081,FL,"MANATEE COUNTY, FL",12081,58.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,MANATEE,562841522.0003402,"MANATEE COUNTY, FL",2009,"Manatee County, Florida",18.08481779546071
12,91,Florida,Okaloosa County,181153,12091,FL,"OKALOOSA COUNTY, FL",12091,16.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,OKALOOSA,178351854.691431,"OKALOOSA COUNTY, FL",2009,"Okaloosa County, Florida",8.832313017173329
12,97,Florida,Osceola County,265267,12097,FL,"OSCEOLA COUNTY, FL",12097,15.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,OSCEOLA,314176174.5701932,"OSCEOLA COUNTY, FL",2009,"Osceola County, Florida",5.654680001658706
12,101,Florida,Pasco County,462607,12101,FL,"PASCO COUNTY, FL",12101,146.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,PASCO,1001673127.260396,"PASCO COUNTY, FL",2009,"Pasco County, Florida",31.560266057366185
12,115,Florida,Sarasota County,377262,12115,FL,"SARASOTA COUNTY, FL",12115,62.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,SARASOTA,672387837.289552,"SARASOTA COUNTY, FL",2009,"Sarasota County, Florida",16.434202225509065
13,21,Georgia,Bibb County,155154,13021,GA,"BIBB COUNTY, GA",13021,12.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,BIBB,241038270.55408823,"BIBB COUNTY, GA",2009,"Bibb County, Georgia",7.734251131134228
13,51,Georgia,Chatham County,262122,13051,GA,"CHATHAM COUNTY, GA",13051,16.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,CHATHAM,1011431994.572693,"CHATHAM COUNTY, GA",2009,"Chatham County, Georgia",6.104027895407482
13,57,Georgia,Cherokee County,212232,13057,GA,"CHEROKEE COUNTY, GA",13057,20.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,CHEROKEE,142205385.048958,"CHEROKEE COUNTY, GA",2009,"Cherokee County, Georgia",9.423649591013607
13,117,Georgia,Forsyth County,171993,13117,GA,"FORSYTH COUNTY, GA",13117,13.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,FORSYTH,103327410.30309723,"FORSYTH COUNTY, GA",2009,"Forsyth County, Georgia",7.558447146104783
16,1,Idaho,Ada County,388577,16001,ID,"ADA COUNTY, ID",16001,34.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,ID,ADA,380631185.4828519,"ADA COUNTY, ID",2009,"Ada County, Idaho",8.749874542240018
28,49,Mississippi,Hinds County,244474,28049,MS,"HINDS COUNTY, MS",28049,,,,MS,HINDS,177219600.479208,"HINDS COUNTY, MS",2009,"Hinds County, Mississippi",
37,35,North Carolina,Catawba County,154610,37035,NC,"CATAWBA COUNTY, NC",37035,24.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,CATAWBA,218458679.42492577,"CATAWBA COUNTY, NC",2009,"Catawba County, North Carolina",15.522928659207036
37,51,North Carolina,Cumberland County,317252,37051,NC,"CUMBERLAND COUNTY, NC",37051,23.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,CUMBERLAND,307466179.821975,"CUMBERLAND COUNTY, NC",2009,"Cumberland County, North Carolina",7.24975729073418
37,57,North Carolina,Davidson County,162406,37057,NC,"DAVIDSON COUNTY, NC",37057,18.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,DAVIDSON,128519127.8137765,"DAVIDSON COUNTY, NC",2009,"Davidson County, North Carolina",11.083334359567996
37,67,North Carolina,Forsyth County,348532,37067,NC,"FORSYTH COUNTY, NC",37067,33.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,FORSYTH,398560343.7462412,"FORSYTH COUNTY, NC",2009,"Forsyth County, North Carolina",9.468284117383769
37,71,North Carolina,Gaston County,205884,37071,NC,"GASTON COUNTY, NC",37071,47.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,GASTON,248521543.6730595,"GASTON COUNTY, NC",2009,"Gaston County, North Carolina",22.828388801461017
37,101,North Carolina,Johnston County,166478,37101,NC,"JOHNSTON COUNTY, NC",37101,11.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,JOHNSTON,93016981.34517376,"JOHNSTON COUNTY, NC",2009,"Johnston County, North Carolina",6.607479666983025
37,179,North Carolina,Union County,198533,37179,NC,"UNION COUNTY, NC",37179,,,,NC,UNION,106169041.31153674,"UNION COUNTY, NC",2009,"Union County, North Carolina",
41,17,Oregon,Deschutes County,157345,41017,OR,"DESCHUTES COUNTY, OR",41017,,,,OR,DESCHUTES,120644520.40141,"DESCHUTES COUNTY, OR",2009,"Deschutes County, Oregon",
41,29,Oregon,Jackson County,202301,41029,OR,"JACKSON COUNTY, OR",41029,13.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,OR,JACKSON,382596858.0826345,"JACKSON COUNTY, OR",2009,"Jackson County, Oregon",6.426068086662943
41,47,Oregon,Marion County,313389,41047,OR,"MARION COUNTY, OR",41047,29.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,OR,MARION,331846527.284816,"MARION COUNTY, OR",2009,"Marion County, Oregon",9.253675144947653
45,3,South Carolina,Aiken County,158499,45003,SC,"AIKEN COUNTY, SC",45003,21.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,AIKEN,107943375.283185,"AIKEN COUNTY, SC",2009,"Aiken County, South Carolina",13.249294948233112
45,15,South Carolina,Berkeley County,175092,45015,SC,"BERKELEY COUNTY, SC",45015,11.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,BERKELEY,92052280.139999,"BERKELEY COUNTY, SC",2009,"Berkeley County, South Carolina",6.28241153222306
45,51,South Carolina,Horry County,265640,45051,SC,"HORRY COUNTY, SC",45051,37.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,HORRY,380770261.44496727,"HORRY COUNTY, SC",2009,"Horry County, South Carolina",13.928625207047132
45,91,South Carolina,York County,223616,45091,SC,"YORK COUNTY, SC",45091,26.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,YORK,95521975.2047855,"YORK COUNTY, SC",2009,"York County, South Carolina",11.627074985689752
47,125,Tennessee,Montgomery County,168866,47125,TN,"MONTGOMERY COUNTY, TN",47125,15.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,TN,MONTGOMERY,111096921.130943,"MONTGOMERY COUNTY, TN",2009,"Montgomery County, Tennessee",8.882782798195018
47,165,Tennessee,Sumner County,158819,47165,TN,"SUMNER COUNTY, TN",47165,16.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,TN,SUMNER,147967447.112822,"SUMNER COUNTY, TN",2009,"Sumner County, Tennessee",10.074361379935649
53,5,Washington,Benton County,171122,53005,WA,"BENTON COUNTY, WA",53005,17.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,BENTON,163059201.99429798,"BENTON COUNTY, WA",2009,"Benton County, Washington",9.934432743890325
53,35,Washington,Kitsap County,248800,53035,WA,"KITSAP COUNTY, WA",53035,24.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,KITSAP,248063045.2351945,"KITSAP COUNTY, WA",2009,"Kitsap County, Washington",9.646302250803858
53,67,Washington,Thurston County,249936,53067,WA,"THURSTON COUNTY, WA",53067,28.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,THURSTON,219609026.533952,"THURSTON COUNTY, WA",2009,"Thurston County, Washington",11.202867934191154
53,73,Washington,Whatcom County,199865,53073,WA,"WHATCOM COUNTY, WA",53073,18.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,WHATCOM,183677285.6214155,"WHATCOM COUNTY, WA",2009,"Whatcom County, Washington",9.006079103394791
53,77,Washington,Yakima County,239604,53077,WA,"YAKIMA COUNTY, WA",53077,17.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,YAKIMA,180606983.580769,"YAKIMA COUNTY, WA",2009,"Yakima County, Washington",7.095040149580141
6,7,California,Butte County,220072,6007,CA,"BUTTE COUNTY, CA",6007,,,,CA,BUTTE,573201805.7855765,"BUTTE COUNTY, CA",2010,"Butte County, California",
6,17,California,El Dorado County,181194,6017,CA,"EL DORADO COUNTY, CA",6017,,,,CA,EL DORADO,193033230.442184,"EL DORADO COUNTY, CA",2010,"El Dorado County, California",
6,25,California,Imperial County,175234,6025,CA,"IMPERIAL COUNTY, CA",6025,,,,CA,IMPERIAL,85109283.06463,"IMPERIAL COUNTY, CA",2010,"Imperial County, California",
6,29,California,Kern County,842207,6029,CA,"KERN COUNTY, CA",6029,,,,CA,KERN,657049400.7682577,"KERN COUNTY, CA",2010,"Kern County, California",
6,39,California,Madera County,151408,6039,CA,"MADERA COUNTY, CA",6039,,,,CA,MADERA,88067664.93544699,"MADERA COUNTY, CA",2010,"Madera County, California",
6,47,California,Merced County,256778,6047,CA,"MERCED COUNTY, CA",6047,,,,CA,MERCED,157801567.843827,"MERCED COUNTY, CA",2010,"Merced County, California",
6,53,California,Monterey County,416682,6053,CA,"MONTEREY COUNTY, CA",6053,,,,CA,MONTEREY,332282955.5248335,"MONTEREY COUNTY, CA",2010,"Monterey County, California",
6,61,California,Placer County,350048,6061,CA,"PLACER COUNTY, CA",6061,,,,CA,PLACER,585599110.3859215,"PLACER COUNTY, CA",2010,"Placer County, California",
6,75,California,San Francisco County,805463,6075,CA,"SAN FRANCISCO COUNTY, CA",6075,,,,CA,SAN FRANCISCO,1076598853.5712628,"SAN FRANCISCO COUNTY, CA",2010,"San Francisco County, California",
6,81,California,San Mateo County,720162,6081,CA,"SAN MATEO COUNTY, CA",6081,,,,CA,SAN MATEO,437988566.15363973,"SAN MATEO COUNTY, CA",2010,"San Mateo County, California",
6,83,California,Santa Barbara County,424712,6083,CA,"SANTA BARBARA COUNTY, CA",6083,,,,CA,SANTA BARBARA,434502977.3669385,"SANTA BARBARA COUNTY, CA",2010,"Santa Barbara County, California",
6,87,California,Santa Cruz County,263054,6087,CA,"SANTA CRUZ COUNTY, CA",6087,,,,CA,SANTA CRUZ,287541019.9992125,"SANTA CRUZ COUNTY, CA",2010,"Santa Cruz County, California",
6,89,California,Shasta County,177291,6089,CA,"SHASTA COUNTY, CA",6089,,,,CA,SHASTA,427270683.6043555,"SHASTA COUNTY, CA",2010,"Shasta County, California",
6,97,California,Sonoma County,485120,6097,CA,"SONOMA COUNTY, CA",6097,,,,CA,SONOMA,608178461.646176,"SONOMA COUNTY, CA",2010,"Sonoma County, California",
8,13,Colorado,Boulder County,295166,8013,CO,"BOULDER COUNTY, CO",8013,,,,CO,BOULDER,282860915.836984,"BOULDER COUNTY, CO",2010,"Boulder County, Colorado",
8,101,Colorado,Pueblo County,159477,8101,CO,"PUEBLO COUNTY, CO",8101,,,,CO,PUEBLO,307394116.1991245,"PUEBLO COUNTY, CO",2010,"Pueblo County, Colorado",
12,1,Florida,Alachua County,247497,12001,FL,"ALACHUA COUNTY, FL",12001,30.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,ALACHUA,504114447.6491853,"ALACHUA COUNTY, FL",2010,"Alachua County, Florida",12.121359046776325
12,5,Florida,Bay County,169272,12005,FL,"BAY COUNTY, FL",12005,44.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,BAY,173538618.05104023,"BAY COUNTY, FL",2010,"Bay County, Florida",25.993666997495154
12,9,Florida,Brevard County,543573,12009,FL,"BREVARD COUNTY, FL",12009,238.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,BREVARD,993683716.5652016,"BREVARD COUNTY, FL",2010,"Brevard County, Florida",43.78436750905582
12,15,Florida,Charlotte County,159990,12015,FL,"CHARLOTTE COUNTY, FL",12015,,,,FL,CHARLOTTE,365143314.8767733,"CHARLOTTE COUNTY, FL",2010,"Charlotte County, Florida",
12,19,Florida,Clay County,191395,12019,FL,"CLAY COUNTY, FL",12019,40.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,CLAY,305281670.34357375,"CLAY COUNTY, FL",2010,"Clay County, Florida",20.899187544084224
12,21,Florida,Collier County,322472,12021,FL,"COLLIER COUNTY, FL",12021,72.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,COLLIER,437585061.08376974,"COLLIER COUNTY, FL",2010,"Collier County, Florida",22.327519908705252
12,69,Florida,Lake County,297950,12069,FL,"LAKE COUNTY, FL",12069,68.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,LAKE,325045820.244188,"LAKE COUNTY, FL",2010,"Lake County, Florida",22.822621245175363
12,81,Florida,Manatee County,323435,12081,FL,"MANATEE COUNTY, FL",12081,122.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,MANATEE,715413713.430881,"MANATEE COUNTY, FL",2010,"Manatee County, Florida",37.72009831960054
12,91,Florida,Okaloosa County,180728,12091,FL,"OKALOOSA COUNTY, FL",12091,26.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,OKALOOSA,193464556.0124015,"OKALOOSA COUNTY, FL",2010,"Okaloosa County, Florida",14.38626001505024
12,101,Florida,Pasco County,465543,12101,FL,"PASCO COUNTY, FL",12101,318.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,PASCO,1221463083.19287,"PASCO COUNTY, FL",2010,"Pasco County, Florida",68.3073314387715
12,113,Florida,Santa Rosa County,151966,12113,FL,"SANTA ROSA COUNTY, FL",12113,34.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,SANTA ROSA,201208255.74051276,"SANTA ROSA COUNTY, FL",2010,"Santa Rosa County, Florida",22.373425634681443
12,115,Florida,Sarasota County,379874,12115,FL,"SARASOTA COUNTY, FL",12115,128.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,SARASOTA,727295351.4497793,"SARASOTA COUNTY, FL",2010,"Sarasota County, Florida",33.69538320601042
12,117,Florida,Seminole County,423508,12117,FL,"SEMINOLE COUNTY, FL",12117,122.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,SEMINOLE,725690914.58995,"SEMINOLE COUNTY, FL",2010,"Seminole County, Florida",28.807011910046562
