BUYER_STATE,BUYER_COUNTY,YEAR,TOTAL_MME,BUYER_BUS_ACT,unique_buyers
GA,EARLY,2012,4063760.253223,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",137
GA,EARLY,2013,4529808.2087155,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",139
GA,EARLY,2014,5602884.108638,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",215
GA,EARLY,2015,5858174.5785489995,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",47
GA,EARLY,2016,5895578.471049,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",51
GA,EARLY,2017,5329103.622297999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",48
GA,EARLY,2018,5069823.201264999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",44
GA,EARLY,2019,4855102.798954999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",30
GA,EFFINGHAM,2006,21547175.9672185,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",368
GA,EFFINGHAM,2007,27078015.7156475,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/30,RETAIL PHARMACY",417
GA,EFFINGHAM,2008,28174630.975387648,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",372
GA,EFFINGHAM,2009,34485427.116908,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",401
GA,EFFINGHAM,2010,35698223.41058875,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",386
GA,EFFINGHAM,2011,42269033.716566995,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/30,RETAIL PHARMACY",448
GA,EFFINGHAM,2012,43368353.117716245,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,PRACTITIONER-DW/30,RETAIL PHARMACY",478
GA,EFFINGHAM,2013,44752714.480317995,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",412
GA,EFFINGHAM,2014,50239508.362546995,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,PRACTITIONER-DW/30,RETAIL PHARMACY",448
GA,EFFINGHAM,2015,56056773.62660399,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",109
GA,EFFINGHAM,2016,52738840.299995996,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",135
GA,EFFINGHAM,2017,50570587.801382996,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",112
GA,EFFINGHAM,2018,38692243.22504009,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",110
GA,EFFINGHAM,2019,32734288.4997735,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",93
GA,ELBERT,2006,15606644.1487095,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/30,RETAIL PHARMACY",292
GA,ELBERT,2007,17332618.5170215,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/30,RETAIL PHARMACY",234
GA,ELBERT,2008,21582914.91799225,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",259
GA,ELBERT,2009,21691921.480485998,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",278
GA,ELBERT,2010,22016726.862788998,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",275
GA,ELBERT,2011,27372410.952379,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",286
GA,ELBERT,2012,29491600.90746075,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",277
GA,ELBERT,2013,32743595.444595497,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",277
GA,ELBERT,2014,39986916.7503345,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",300
GA,ELBERT,2015,43910721.406008,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",75
GA,ELBERT,2016,40142302.836642995,"CHAIN PHARMACY,HOSPITAL/CLINIC,RETAIL PHARMACY",79
GA,ELBERT,2017,42080472.45245399,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",78
GA,ELBERT,2018,39945272.020155,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",76
GA,ELBERT,2019,38479484.72876699,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",57
GA,EMANUEL,2006,20841233.62338385,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",286
GA,EMANUEL,2007,30381606.48787775,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",303
GA,EMANUEL,2008,27009353.971430648,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",350
GA,EMANUEL,2009,19972117.0275125,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",276
GA,EMANUEL,2010,21516957.66318625,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",270
GA,EMANUEL,2011,27991959.75980075,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",274
GA,EMANUEL,2012,30014485.123563997,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",291
GA,EMANUEL,2013,28339478.063877497,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",270
GA,EMANUEL,2014,27049612.118055,"CHAIN PHARMACY,HOSPITAL/CLINIC,RETAIL PHARMACY",262
GA,EMANUEL,2015,29806012.813038997,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",73
GA,EMANUEL,2016,31428045.510801,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",82
GA,EMANUEL,2017,28200385.60589,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",75
GA,EMANUEL,2018,25444721.198484,"CHAIN PHARMACY,HOSPITAL/CLINIC,RETAIL PHARMACY",78
GA,EMANUEL,2019,23562032.315436,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",60
GA,EVANS,2006,10520060.704391,"CHAIN PHARMACY,HOSPITAL/CLINIC,RETAIL PHARMACY",159
GA,EVANS,2007,12236443.72074175,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",162
GA,EVANS,2008,13485087.16836425,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",168
GA,EVANS,2009,13306695.635402,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",169
GA,EVANS,2010,14752809.057885,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-PHYSICIAN ASSISTANT,RETAIL PHARMACY",160
GA,EVANS,2011,17078032.100516,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",166
GA,EVANS,2012,17017102.097381998,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",170
GA,EVANS,2013,16116937.947601,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",174
GA,EVANS,2014,16166581.645869,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",176
GA,EVANS,2015,15609979.229256999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",50
GA,EVANS,2016,15058172.883691998,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",56
GA,EVANS,2017,13960881.303298999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",53
GA,EVANS,2018,12853599.92253,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",53
GA,EVANS,2019,12534119.954772498,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",42
GA,FANNIN,2006,22568771.752037648,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/30,RETAIL PHARMACY",341
GA,FANNIN,2007,27921102.51012075,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/30,RETAIL PHARMACY",366
GA,FANNIN,2008,28947747.1051547,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/30,RETAIL PHARMACY",409
GA,FANNIN,2009,33287585.12237925,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/30,RETAIL PHARMACY",346
GA,FANNIN,2010,36595457.0475565,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/30,RETAIL PHARMACY",381
GA,FANNIN,2011,31924680.747835,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/30,RETAIL PHARMACY",345
GA,FANNIN,2012,31613844.5710035,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,RETAIL PHARMACY",339
GA,FANNIN,2013,30812980.9143855,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/30,RETAIL PHARMACY",318
GA,FANNIN,2014,31553508.002051,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/30,RETAIL PHARMACY",346
GA,FANNIN,2015,34811324.072844,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",78
GA,FANNIN,2016,37796795.119773,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",93
GA,FANNIN,2017,41305704.4986795,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",84
GA,FANNIN,2018,39326899.49452999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",86
GA,FANNIN,2019,38372389.357971,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",77
GA,FAYETTE,2006,67847799.63448645,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-PHYSICIAN ASSISTANT,MLP-PHYSICIAN ASSISTANT-DW/30,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/275,PRACTITIONER-DW/30,RETAIL PHARMACY",1011
GA,FAYETTE,2007,70315878.37661625,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/30,RETAIL PHARMACY",930
GA,FAYETTE,2008,73334678.6832238,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-PHYSICIAN ASSISTANT-DW/30,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/275,PRACTITIONER-DW/30,RETAIL PHARMACY",805
GA,FAYETTE,2009,77652698.3092355,"CHAIN PHARMACY,HOSPITAL/CLINIC,MAINT & DETOX,MLP-PHYSICIAN ASSISTANT,MLP-PHYSICIAN ASSISTANT-DW/30,PRACTITIONER,PRACTITIONER-DW/275,RETAIL PHARMACY",900
GA,FAYETTE,2010,89029479.8279427,"CHAIN PHARMACY,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,PRACTITIONER-DW/275,PRACTITIONER-DW/30,RETAIL PHARMACY",862
GA,FAYETTE,2011,109776172.48432955,"CHAIN PHARMACY,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,PRACTITIONER-DW/275,PRACTITIONER-DW/30,RETAIL PHARMACY",914
GA,FAYETTE,2012,101370182.10345875,"CHAIN PHARMACY,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,PRACTITIONER-DW/30,RETAIL PHARMACY",1031
GA,FAYETTE,2013,103783500.0696505,"CHAIN PHARMACY,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,MLP-OPTOMETRIST,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",893
GA,FAYETTE,2014,108113400.3959515,"CHAIN PHARMACY,HOSPITAL/CLINIC,MAINT & DETOX,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",888
GA,FAYETTE,2015,107014434.55147898,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",264
GA,FAYETTE,2016,106375489.407859,"CHAIN PHARMACY,HOSPITAL/CLINIC,MAINTENANCE,PRACTITIONER,RETAIL PHARMACY",304
GA,FAYETTE,2017,102550300.1617418,"CHAIN PHARMACY,HOSPITAL/CLINIC,MAINTENANCE,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",282
GA,FAYETTE,2018,96205585.22807299,"CHAIN PHARMACY,HOSPITAL/CLINIC,MAINTENANCE,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",283
GA,FAYETTE,2019,87347727.62697749,"CHAIN PHARMACY,HOSPITAL/CLINIC,MAINTENANCE,PRACTITIONER,RETAIL PHARMACY",233
GA,FLOYD,2006,114212449.58609225,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,PRACTITIONER,RETAIL PHARMACY",1269
GA,FLOYD,2007,127143171.6122252,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,PRACTITIONER,RETAIL PHARMACY",1219
GA,FLOYD,2008,139515358.06854424,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,PRACTITIONER,RETAIL PHARMACY",1149
GA,FLOYD,2009,160190384.41648126,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",1158
GA,FLOYD,2010,166752447.09974724,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",1080
GA,FLOYD,2011,184957647.399952,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,PRACTITIONER-DW/100,RETAIL PHARMACY",1141
GA,FLOYD,2012,180832620.6136402,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",1107
GA,FLOYD,2013,163840179.09969398,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",1156
GA,FLOYD,2014,162196373.51968348,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,PRACTITIONER,RETAIL PHARMACY",1114
GA,FLOYD,2015,175961574.9922855,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",358
GA,FLOYD,2016,166898478.069082,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",360
GA,FLOYD,2017,158578966.071169,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,PRACTITIONER,RETAIL PHARMACY",330
GA,FLOYD,2018,147483096.726632,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",320
GA,FLOYD,2019,149074634.6867165,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MAINT & DETOX,PRACTITIONER,RETAIL PHARMACY",246
GA,FORSYTH,2006,57695233.91772025,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",874
GA,FORSYTH,2007,68999601.9597535,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",917
GA,FORSYTH,2008,81509865.10408054,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",909
GA,FORSYTH,2009,103327410.30309725,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",1028
GA,FORSYTH,2010,114856605.51086849,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",943
GA,FORSYTH,2011,131372014.27911499,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",894
GA,FORSYTH,2012,149732118.958507,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY,REVERSE DISTRIB",943
GA,FORSYTH,2013,1609541398.7033606,"CHAIN PHARMACY,DISTRIBUTOR,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY,REVERSE DISTRIB",998
GA,FORSYTH,2014,120904155920.57375,"CHAIN PHARMACY,DISTRIBUTOR,EXPORTER,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY,REVERSE DISTRIB",1034
GA,FORSYTH,2015,22175425033.966045,"CHAIN PHARMACY,DISTRIBUTOR,EXPORTER,HOSPITAL/CLINIC,MAINT & DETOX,PRACTITIONER,RETAIL PHARMACY,REVERSE DISTRIB",341
GA,FORSYTH,2016,39053433390.79491,"CHAIN PHARMACY,DISTRIBUTOR,EXPORTER,HOSPITAL/CLINIC,MAINT & DETOX,PRACTITIONER,RETAIL PHARMACY,REVERSE DISTRIB",360
GA,FORSYTH,2017,41294254743.81213,"CHAIN PHARMACY,DISTRIBUTOR,EXPORTER,HOSPITAL/CLINIC,MAINT & DETOX,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY,REVERSE DISTRIB",380
GA,FORSYTH,2018,36447084907.53764,"CHAIN PHARMACY,DISTRIBUTOR,EXPORTER,HOSPITAL/CLINIC,MAINT & DETOX,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY,REVERSE DISTRIB",420
GA,FORSYTH,2019,45819188554.41651,"CHAIN PHARMACY,DISTRIBUTOR,EXPORTER,HOSPITAL/CLINIC,MAINT & DETOX,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY,REVERSE DISTRIB",359
GA,FRANKLIN,2006,31403413.1755865,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/30,RETAIL PHARMACY",306
GA,FRANKLIN,2007,31939157.38848,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",275
GA,FRANKLIN,2008,30897778.478210498,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",258
GA,FRANKLIN,2009,33957989.148783,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",289
GA,FRANKLIN,2010,35581756.26315575,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",286
GA,FRANKLIN,2011,39912392.2584995,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",284
GA,FRANKLIN,2012,41397707.0542646,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",370
GA,FRANKLIN,2013,43251667.55385,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",363
GA,FRANKLIN,2014,41174232.938763,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",399
GA,FRANKLIN,2015,34963878.26868,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",112
GA,FRANKLIN,2016,38598844.162337,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",124
GA,FRANKLIN,2017,32900281.572279498,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",104
GA,FRANKLIN,2018,30492299.206373,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",106
GA,FRANKLIN,2019,27460262.955746997,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",80
GA,FULTON,2006,7134440177.667093,"ANALYTICAL LAB,CHAIN PHARMACY,DISTRIBUTOR,EXPORTER,HOSP/CLINIC FED,HOSP/CLINIC- MIL,HOSPITAL/CLINIC,MAINT & DETOX,MANUFACTURER,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/275,PRACTITIONER-DW/30,RESEARCHER (II-V),RETAIL PHARMACY",7211
GA,FULTON,2007,6928550538.223716,"ANALYTICAL LAB,CHAIN PHARMACY,DISTRIBUTOR,EXPORTER,HOSP/CLINIC FED,HOSP/CLINIC- MIL,HOSPITAL/CLINIC,MAINT & DETOX,MANUFACTURER,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/275,PRACTITIONER-DW/30,RESEARCHER (II-V),RETAIL PHARMACY,REVERSE DISTRIB",7272
GA,FULTON,2008,79831592528.24265,"ANALYTICAL LAB,CHAIN PHARMACY,COMP/MAINT/DETOX,DISTRIBUTOR,EXPORTER,HOSP/CLINIC FED,HOSP/CLINIC- MIL,HOSPITAL/CLINIC,MAINT & DETOX,MANUFACTURER,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/275,PRACTITIONER-DW/30,RESEARCHER (II-V),RETAIL PHARMACY,REVERSE DISTRIB",7108
GA,FULTON,2009,9588126839.24005,"ANALYTICAL LAB,CHAIN PHARMACY,COMP/MAINT/DETOX,DISTRIBUTOR,EXPORTER,HOSP/CLINIC FED,HOSP/CLINIC- MIL,HOSPITAL/CLINIC,MAINT & DETOX,MANUFACTURER,MLP-NURSE PRACTITIONER,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/275,PRACTITIONER-DW/30,RESEARCHER (II-V),RETAIL PHARMACY,REVERSE DISTRIB",7458
GA,FULTON,2010,12689117963.716244,"ANALYTICAL LAB,CENTRAL FILL PHARMACY,CHAIN PHARMACY,COMP/MAINT/DETOX,DISTRIBUTOR,HOSP/CLINIC FED,HOSP/CLINIC- MIL,HOSPITAL/CLINIC,MAINT & DETOX,MANUFACTURER,MLP-NURSE PRACTITIONER,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/275,PRACTITIONER-DW/30,RESEARCHER (II-V),RETAIL PHARMACY,REVERSE DISTRIB",6794
GA,FULTON,2011,19450777380.13237,"ANALYTICAL LAB,CHAIN PHARMACY,COMP/MAINT/DETOX,DISTRIBUTOR,HOSP/CLINIC FED,HOSP/CLINIC- MIL,HOSPITAL/CLINIC,MAINT & DETOX,MANUFACTURER,MLP-NURSE PRACTITIONER,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/30,RESEARCHER (II-V),RETAIL PHARMACY,REVERSE DISTRIB",7024
GA,FULTON,2012,21414578035.251865,"ANALYTICAL LAB,CHAIN PHARMACY,COMP/MAINT/DETOX,DISTRIBUTOR,HOSP/CLINIC FED,HOSPITAL/CLINIC,MAINT & DETOX,MANUFACTURER,MLP-NURSE PRACTITIONER,MLP-OPTOMETRIST,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/30,RESEARCHER (II-V),RETAIL PHARMACY,REVERSE DISTRIB",7420
GA,FULTON,2013,16433963738.614424,"ANALYTICAL LAB,CHAIN PHARMACY,COMP/MAINT/DETOX,DISTRIBUTOR,HOSP/CLINIC FED,HOSPITAL/CLINIC,MAINT & DETOX,MANUFACTURER,MLP-NURSE PRACTITIONER,MLP-OPTOMETRIST,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/275,PRACTITIONER-DW/30,RESEARCHER (II-V),RETAIL PHARMACY,REVERSE DISTRIB",7748
GA,FULTON,2014,91453750029.65195,"ANALYTICAL LAB,CHAIN PHARMACY,COMP/MAINT/DETOX,DISTRIBUTOR,EXPORTER,HOSP/CLINIC FED,HOSPITAL/CLINIC,MAINT & DETOX,MANUFACTURER,MLP-NURSE PRACTITIONER,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,PRACTITIONER-DW/100,PRACTITIONER-DW/275,PRACTITIONER-DW/30,RESEARCHER (II-V),RETAIL PHARMACY,REVERSE DISTRIB",7654
GA,FULTON,2015,43360136451.09031,"ANALYTICAL LAB,CHAIN PHARMACY,COMP/MAINT/DETOX,DISTRIBUTOR,HOSP/CLINIC FED,HOSPITAL/CLINIC,MAINT & DETOX,MANUFACTURER,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RESEARCHER (II-V),RETAIL PHARMACY",2386
